League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-11 08:36:45,2026-05-11 20:00,b537062ee0483d20ae932052628b663d,Cleveland Cavaliers,Detroit Pistons,Yes,91.4,Yes,East,Central,East,Central,-111.11,-108.44,-3.5,3.5,-165.56,139.78,-109.0,-110.67,213.44,-115,-105,-166,140,-105,-115,-110.0,-110.0,-170,140,-110,-110,-106,-106,-165,146,-107,-107,-110,-110,-165,145,-110,-110,-112,-108,-168,142,-106,-114,-110,-110,-161,131,-110,-110,-112,-112,-165,132,-113,-110,-115,-105,-165,140,-110,-110,-110.0,-110.0,-165.0,142.0,-110.0,-110.0
NBA,2026-05-11 08:36:45,2026-05-11 22:40,0db68bfa022e22873f48b8539addd5ae,Los Angeles Lakers,Oklahoma City Thunder,No,1182.5,Yes,West,Pacific,West,Northwest,-107.88,-111.75,10.81,-10.81,400.78,-546.0,-108.78,-111.0,214.56,-105,-115,390,-520,-112,-108,,,400,-550,-110,-110,-106,-106,404,-513,-102,-113,-110,-110,396,-520,-105,-115,-104,-118,410,-550,-106,-114,-110,-110,382,-546,-110,-110,-108,-115,400,-590,-114,-109,-110,-110,400,-575,-110,-110,-110.0,-110.0,425.0,-550.0,-110.0,-110.0
NBA,2026-05-11 08:36:45,2026-05-12 20:00,09800f9101b348d4a66742a3d8888b82,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-108.5,-111.12,-10.0,10.0,-438.12,333.38,-109.0,-110.5,217.0,-110,-110,-410,320,-115,-105,-118.0,-102.0,-450,340,-105,-115,-101,-111,-420,340,-107,-107,-105,-115,-425,334,-110,-110,-104,-118,-430,340,-106,-114,-110,-110,-435,318,-110,-110,-110,-113,-500,350,-109,-113,-110,-110,-435,325,-110,-110,,,,,,
