League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-25 08:58:12,2026-05-25 20:10,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,No,404.7,Yes,East,Central,East,Atlantic,-107.44,-112.0,2.56,-2.56,119.22,-141.22,-110.22,-109.56,217.67,-105,-115,120,-142,-110,-110,-106,-114,120,-142,-110,-110,-103,-109,122,-138,-112,-103,-105,-115,120,-140,-110,-110,-105,-115,118,-145,-110,-110,-113,-110,112,-137,-110,-113,-115,-105,125,-145,-110,-110,-110,-110,116,-142,-110,-110,-105.0,-115.0,120.0,-140.0,-110.0,-110.0
NBA,2026-05-25 08:58:12,2026-05-26 20:40,197dd95ba7880a2cd6a00df88014610b,Oklahoma City Thunder,San Antonio Spurs,No,419.4,Yes,West,Northwest,West,Southwest,-111.0,-108.38,-5.38,5.38,-195.88,163.62,-110.12,-109.62,215.56,-110,-110,-198,164,-110,-110,-112,-108,-198,166,-112,-108,-106,-106,-187,164,-107,-107,-110,-110,-187,163,-110,-110,-110,-110,-200,165,-110,-110,-115,-108,-200,160,-112,-112,-115,-105,-195,165,-110,-110,-110,-110,-202,162,-110,-110,,,,,,
