League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-25 16:22:25,2025-11-25 19:10,Washington Wizards,Atlanta Hawks,Yes,542.8,Yes,-110.0,-109.78,380.22,-504.78,-110.44,-109.56,East,Southeast,East,Southeast,-108,-112,400,-520,-110,-110,-110.0,-110.0,380.0,-495.0,-110.0,-110.0,-110.0,-102.0,387.0,-488.0,-107.0,-107.0,-110.0,-110.0,355.0,-480.0,-110.0,-110.0,-105.0,-115.0,400.0,-535.0,-115.0,-105.0,-110.0,-110.0,375.0,-500.0,-110.0,-110.0,-117.0,-109.0,360.0,-500.0,-112.0,-114.0,-110.0,-110.0,375.0,-525.0,-110.0,-110.0,-110.0,-110.0,390.0,-500.0,-110.0,-110.0
NBA,2025-11-25 16:22:25,2025-11-25 20:10,Philadelphia 76ers,Orlando Magic,No,859.5,Yes,-107.89,-111.78,146.22,-173.78,-109.78,-110.22,East,Atlantic,East,Southeast,-105,-115,148,-174,-108,-112,-110.0,-110.0,153.0,-175.0,-110.0,-110.0,-106.0,-106.0,154.0,-175.0,-107.0,-107.0,-110.0,-110.0,144.0,-180.0,-110.0,-110.0,-105.0,-115.0,145.0,-175.0,-110.0,-110.0,-105.0,-115.0,140.0,-170.0,-110.0,-110.0,-110.0,-115.0,132.0,-165.0,-113.0,-113.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0
NBA,2025-11-25 16:22:25,2025-11-25 23:10,Los Angeles Lakers,Los Angeles Clippers,Yes,8.5,Yes,-111.89,-85.56,-263.44,214.56,-110.0,-110.0,West,Pacific,West,Pacific,-106,-114,-255,210,-110,-110,-110.0,-110.0,-265.0,219.0,-110.0,-110.0,-116.0,104.0,-263.0,222.0,-107.0,-107.0,-110.0,-110.0,-263.0,207.0,-110.0,-110.0,-115.0,-105.0,-270.0,220.0,-110.0,-110.0,-115.0,-105.0,-275.0,220.0,-110.0,-110.0,-110.0,-115.0,-245.0,190.0,-113.0,-113.0,-110.0,-110.0,-270.0,220.0,-110.0,-110.0,-115.0,-105.0,-265.0,223.0,-110.0,-110.0
NBA,2025-11-25 16:22:25,2025-11-26 17:10,Boston Celtics,Detroit Pistons,No,613.5,No,-112.0,-105.33,130.0,-154.0,-105.67,-112.67,East,Atlantic,East,Central,-110,-110,130,-154,-110,-110,-115.0,-105.0,,,-105.0,-115.0,-111.0,-101.0,,,-102.0,-113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 16:22:25,2025-11-26 19:40,Miami Heat,Milwaukee Bucks,No,1267.8,Yes,-107.8,-110.6,-303.33,245.0,-111.6,-107.4,East,Southeast,East,Central,-110,-110,-320,260,-110,-110,-105.0,-115.0,,,-115.0,-105.0,-101.0,-111.0,,,-113.0,-102.0,,,,,,,-108.0,-112.0,-290.0,235.0,-110.0,-110.0,-115.0,-105.0,-300.0,240.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 16:22:25,2025-11-26 19:40,Oklahoma City Thunder,Minnesota Timberwolves,Yes,693.5,Yes,-112.0,-106.4,-565.0,416.67,-110.4,-108.4,West,Northwest,West,Northwest,-114,-106,-520,400,-110,-110,-115.0,-105.0,,,-110.0,-110.0,-111.0,-101.0,,,-107.0,-107.0,,,,,,,-110.0,-110.0,-575.0,425.0,-115.0,-105.0,-110.0,-110.0,-600.0,425.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 16:22:25,2025-11-26 22:10,Golden State Warriors,Houston Rockets,No,1643.9,Yes,-54.0,-114.0,-113.0,-106.0,-110.5,-108.0,West,Pacific,West,Southwest,-110,-110,-116,-102,-110,-110,-105.0,-115.0,,,-110.0,-110.0,-101.0,-111.0,,,-107.0,-107.0,,,,,,,100.0,-120.0,-110.0,-110.0,-115.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 16:22:25,2025-11-26 22:10,Portland Trail Blazers,San Antonio Spurs,No,1721.8,Yes,-114.0,-106.0,-143.0,121.0,-112.5,-107.5,West,Northwest,West,Southwest,-110,-110,-138,118,-110,-110,,,,,,,,,,,,,,,,,,,-118.0,-102.0,-148.0,124.0,-115.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,
