League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-03 16:21:57,2025-12-03 19:10,Cleveland Cavaliers,Portland Trail Blazers,No,2055.0,Yes,-109.0,-110.78,-577.0,420.78,-110.67,-109.33,East,Central,West,Northwest,-112,-108,-590,430,-110,-110,-104.0,-108.0,-562.0,437.0,-109.0,-105.0,-108.0,-112.0,-570.0,428.0,-112.0,-108.0,-110.0,-110.0,-556.0,402.0,-110.0,-110.0,-110,-110,-575,425,-108,-112,-112,-114,-590,400,-112,-114,-110,-110,-600,425,-115,-105,-105.0,-115.0,-575.0,400.0,-110.0,-110.0,-110.0,-110.0,-575.0,440.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 19:10,Indiana Pacers,Denver Nuggets,No,1002.0,Yes,-110.44,-109.22,265.44,-331.56,-109.11,-110.78,East,Central,West,Northwest,-108,-112,275,-340,-110,-110,-110.0,-102.0,274.0,-331.0,-107.0,-107.0,-114.0,-106.0,270.0,-335.0,-110.0,-110.0,-110.0,-110.0,260.0,-333.0,-110.0,-110.0,-102,-118,270,-340,-105,-115,-115,-110,245,-315,-115,-110,-105,-115,260,-325,-105,-115,-115.0,-105.0,270.0,-340.0,-110.0,-110.0,-115.0,-105.0,265.0,-325.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 19:10,Orlando Magic,San Antonio Spurs,No,1033.6,Yes,-86.22,-111.11,-331.67,265.0,-110.22,-109.78,East,Southeast,West,Southwest,-112,-108,-335,270,-114,-106,-106.0,-106.0,-327.0,271.0,-104.0,-110.0,-110.0,-110.0,-330.0,267.0,-107.0,-113.0,-110.0,-110.0,-333.0,257.0,-110.0,-110.0,102,-122,-340,270,-115,-105,-115,-109,-335,255,-112,-114,-105,-115,-325,260,-110,-110,-110.0,-110.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,-330.0,270.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 19:40,Atlanta Hawks,Los Angeles Clippers,No,1943.0,Yes,-112.89,-106.89,-161.78,136.0,-109.56,-110.44,East,Southeast,West,Pacific,-110,-110,-162,136,-112,-108,-109.0,-103.0,-158.0,139.0,-104.0,-110.0,-113.0,-107.0,-158.0,138.0,-107.0,-113.0,-110.0,-110.0,-159.0,129.0,-110.0,-110.0,-112,-108,-162,136,-110,-110,-114,-112,-167,133,-113,-113,-118,-102,-165,135,-110,-110,-115.0,-105.0,-165.0,140.0,-110.0,-110.0,-115.0,-105.0,-160.0,138.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 19:40,New York Knicks,Charlotte Hornets,No,533.4,Yes,-108.11,-111.67,-396.89,308.0,-110.89,-109.11,East,Atlantic,East,Southeast,-108,-112,-390,310,-112,-108,-106.0,-106.0,-395.0,321.0,-107.0,-107.0,-110.0,-110.0,-400.0,316.0,-110.0,-110.0,-110.0,-110.0,-417.0,305.0,-110.0,-110.0,-102,-118,-395,310,-112,-108,-112,-114,-375,280,-112,-114,-105,-115,-400,310,-115,-105,-110.0,-110.0,-400.0,300.0,-110.0,-110.0,-110.0,-110.0,-400.0,320.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 20:10,Chicago Bulls,Brooklyn Nets,No,717.1,Yes,-109.56,-110.22,-327.78,261.33,-110.11,-109.78,East,Central,East,Atlantic,-106,-114,-320,260,-110,-110,-101.0,-111.0,-317.0,263.0,-104.0,-110.0,-105.0,-115.0,-320.0,260.0,-107.0,-113.0,-110.0,-110.0,-333.0,254.0,-110.0,-110.0,-115,-105,-340,270,-112,-108,-114,-112,-335,255,-113,-112,-115,-105,-325,260,-115,-105,-110.0,-110.0,-340.0,270.0,-110.0,-110.0,-110.0,-110.0,-320.0,260.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 20:10,Houston Rockets,Sacramento Kings,No,1609.3,Yes,-109.33,-110.44,-1287.44,762.11,-111.56,-108.56,West,Southwest,West,Pacific,-110,-110,-1200,750,-110,-110,-106.0,-106.0,-1222.0,804.0,-113.0,-102.0,-110.0,-110.0,-1250.0,776.0,-115.0,-105.0,-110.0,-110.0,-1250.0,724.0,-110.0,-110.0,-110,-110,-1350,800,-112,-108,-113,-113,-1115,650,-114,-112,-110,-110,-1400,800,-110,-110,-105.0,-115.0,-1500.0,775.0,-110.0,-110.0,-110.0,-110.0,-1300.0,780.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-03 20:11,Milwaukee Bucks,Detroit Pistons,Yes,252.3,Yes,-109.89,-109.89,154.44,-183.56,-108.89,-111.22,East,Central,East,Central,-112,-108,150,-178,-108,-112,-106.0,-106.0,158.0,-180.0,-102.0,-113.0,-110.0,-110.0,157.0,-180.0,-105.0,-115.0,-110.0,-110.0,150.0,-185.0,-110.0,-110.0,-108,-112,160,-192,-112,-108,-113,-113,145,-182,-113,-113,-110,-110,155,-190,-115,-105,-110.0,-110.0,160.0,-185.0,-110.0,-110.0,-110.0,-110.0,155.0,-180.0,-105.0,-115.0
NBA,2025-12-03 16:21:57,2025-12-03 20:30,Dallas Mavericks,Miami Heat,No,1111.8,Yes,-109.0,-110.78,158.33,-188.44,-110.78,-109.11,West,Southwest,East,Southeast,-108,-112,166,-198,-112,-108,-101.0,-111.0,161.0,-183.0,-110.0,-104.0,-110.0,-110.0,160.0,-183.0,-113.0,-107.0,-110.0,-110.0,149.0,-185.0,-110.0,-110.0,-105,-115,160,-192,-110,-110,-112,-114,155,-195,-112,-113,-110,-110,155,-190,-110,-110,-115.0,-105.0,160.0,-185.0,-110.0,-110.0,-110.0,-110.0,159.0,-185.0,-110.0,-110.0
NBA,2025-12-03 16:21:57,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-109.75,-111.25,-210.0,172.75,-110.75,-110.75,East,Southeast,East,Southeast,-114,-106,-210,176,-110,-110,,,,,,,,,,,,,,,,,,,-105,-115,-205,170,-110,-110,-110,-114,-215,170,-113,-113,-110,-110,-210,175,-110,-110,,,,,,,,,,,,
