League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2025-11-15 07:43:56,2025-11-15 17:10,Cleveland Cavaliers,Memphis Grizzlies,No,630.9,No,-109.78,-109.89,-509.89,381.89,-111.67,-108.44,East,Central,West,Southwest,-112.0,-108.0,-460.0,360.0,-108.0,-112.0,-110.0,-110.0,-526.0,376.0,-110.0,-110.0,-105.0,-115.0,-490.0,377.0,-115.0,-105.0,-101.0,-111.0,-483.0,384.0,-113.0,-102.0,-110,-115,-530,380,-114,-112,-115.0,-105.0,-500.0,380.0,-115.0,-105.0,-115.0,-105.0,-550.0,390.0,-110.0,-110.0,-105.0,-115.0,-500.0,390.0,-110.0,-110.0,-115.0,-105.0,-550.0,400.0,-110.0,-110.0
NBA,2025-11-15 07:43:56,2025-11-15 19:10,Charlotte Hornets,Oklahoma City Thunder,No,941.0,Yes,-110.22,-109.56,804.56,-1408.22,-109.56,-110.44,East,Southeast,West,Northwest,-108.0,-112.0,750.0,-1200.0,-110.0,-110.0,-110.0,-110.0,758.0,-1429.0,-110.0,-110.0,-110.0,-110.0,836.0,-1400.0,-110.0,-110.0,-106.0,-106.0,872.0,-1365.0,-107.0,-107.0,-113,-113,750,-1430,-114,-112,-110.0,-110.0,850.0,-1450.0,-105.0,-115.0,-115.0,-105.0,750.0,-1400.0,-110.0,-110.0,-110.0,-110.0,825.0,-1400.0,-110.0,-110.0,-110.0,-110.0,850.0,-1600.0,-110.0,-110.0
NBA,2025-11-15 07:43:56,2025-11-15 19:10,Indiana Pacers,Toronto Raptors,No,440.8,Yes,-111.33,-108.44,243.67,-303.22,-109.89,-110.0,East,Central,East,Atlantic,-114.0,-106.0,245.0,-300.0,-110.0,-110.0,-110.0,-110.0,230.0,-294.0,-110.0,-110.0,-110.0,-110.0,252.0,-310.0,-110.0,-110.0,-106.0,-106.0,256.0,-307.0,-107.0,-107.0,-112,-114,235,-315,-110,-115,-115.0,-105.0,240.0,-298.0,-112.0,-108.0,-115.0,-105.0,235.0,-285.0,-110.0,-110.0,-110.0,-110.0,225.0,-270.0,-110.0,-110.0,-110.0,-110.0,275.0,-350.0,-110.0,-110.0
NBA,2025-11-15 07:43:56,2025-11-15 20:10,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,-109.44,-110.33,-116.33,-81.22,-110.22,-109.78,West,Northwest,West,Northwest,-106.0,-114.0,-112.0,-104.0,-110.0,-110.0,-110.0,-110.0,-119.0,-103.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-108.0,-112.0,-106.0,-106.0,-113.0,-103.0,-105.0,-109.0,-113,-113,-117,-107,-114,-112,-110.0,-110.0,-118.0,-102.0,-115.0,-105.0,-115.0,-105.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-105.0,-115.0,-118.0,-102.0,-110.0,-110.0
NBA,2025-11-15 07:43:56,2025-11-15 20:10,Milwaukee Bucks,Los Angeles Lakers,No,1745.7,Yes,-110.0,-109.78,55.44,-120.0,-108.22,-111.89,East,Central,West,Pacific,-112.0,-108.0,102.0,-120.0,-110.0,-110.0,-110.0,-110.0,-102.0,-120.0,-110.0,-110.0,-105.0,-115.0,100.0,-120.0,-105.0,-115.0,-101.0,-111.0,102.0,-118.0,-102.0,-113.0,-112,-114,-103,-122,-112,-114,-115.0,-105.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-115.0,-105.0,100.0,-120.0,-105.0,-115.0
NBA,2025-11-15 07:43:56,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-15 07:43:56,2025-12-25 17:00,Golden State Warriors,Dallas Mavericks,No,1481.0,No,-114.0,-112.0,-195.0,150.0,-115.0,-110.0,West,Pacific,West,Southwest,,,,,,,,,,,,,,,,,,,,,,,,,-114,-112,-195,150,-115,-110,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-15 07:43:56,2025-12-25 22:30,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,-117.0,-109.0,-220.0,175.0,-112.0,-114.0,West,Northwest,West,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,-117,-109,-220,175,-112,-114,,,,,,,,,,,,,,,,,,,,,,,,
