League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-03-02 05:40:30,2026-03-02 19:10,23f7e8ebef76ec1b639f412eccfdfda4,Washington Wizards,Houston Rockets,No,1220.3,Yes,East,Southeast,West,Southwest,-109.78,-109.56,15.5,-15.5,709.75,-1154.38,-112.11,-107.78,224.11,-112,-108,700,-1100,-114,-106,-110,-110,750,-1200,-110,-110,-110.0,-110.0,668.0,-1111.0,-110.0,-110.0,-106.0,-106.0,781.0,-1174.0,-113.0,-102.0,-110.0,-110.0,754.0,-1200.0,-115.0,-105.0,-110.0,-110.0,625.0,-1000.0,-110.0,-110.0,-110.0,-110.0,,,-115.0,-105.0,-110.0,-112.0,650.0,-1250.0,-112.0,-112.0,-110.0,-110.0,750.0,-1200.0,-110.0,-110.0
NBA,2026-03-02 05:40:30,2026-03-02 19:40,3a1ef5b1bd5afc1ee417ba3992167357,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,East,Central,East,Atlantic,-108.67,-110.78,7.28,-7.28,251.62,-312.5,-110.89,-108.89,215.44,-114,-106,260,-320,-110,-110,-110,-110,250,-310,-110,-110,-110.0,-110.0,250.0,-323.0,-110.0,-110.0,-101.0,-111.0,248.0,-297.0,-113.0,-102.0,-105.0,-115.0,245.0,-300.0,-115.0,-105.0,-110.0,-110.0,255.0,-310.0,-110.0,-110.0,-105.0,-115.0,,,-115.0,-105.0,-113.0,-110.0,245.0,-315.0,-110.0,-113.0,-110.0,-110.0,260.0,-325.0,-105.0,-115.0
NBA,2026-03-02 05:40:30,2026-03-02 21:10,1804ec1ea561b137f3b6a151af196bef,Utah Jazz,Denver Nuggets,Yes,371.0,Yes,West,Northwest,West,Northwest,-107.78,-111.56,11.28,-11.28,415.0,-569.38,-108.22,-111.44,243.67,-110,-110,440,-590,-110,-110,-110,-110,410,-550,-110,-110,-110.0,-110.0,412.0,-588.0,-110.0,-110.0,-101.0,-111.0,423.0,-542.0,-102.0,-113.0,-105.0,-115.0,415.0,-550.0,-105.0,-115.0,-105.0,-115.0,430.0,-625.0,-110.0,-110.0,-110.0,-110.0,,,-105.0,-115.0,-109.0,-113.0,390.0,-560.0,-112.0,-110.0,-110.0,-110.0,400.0,-550.0,-110.0,-110.0
NBA,2026-03-02 05:40:30,2026-03-02 22:10,48deab86651d256447d6bb35a3d9939c,Golden State Warriors,Los Angeles Clippers,Yes,348.5,Yes,West,Pacific,West,Pacific,-108.33,-111.22,1.5,-1.5,106.38,-127.5,-111.0,-108.78,217.5,-112,-108,108,-126,-110,-110,-110,-110,102,-122,-115,-105,-110.0,-110.0,102.0,-125.0,-110.0,-110.0,-101.0,-111.0,107.0,-123.0,-107.0,-107.0,-105.0,-115.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-105.0,-115.0,,,-110.0,-110.0,-112.0,-112.0,112.0,-139.0,-112.0,-112.0,-110.0,-110.0,105.0,-130.0,-115.0,-105.0
NBA,2026-03-02 05:40:30,2026-03-03 19:40,6e039621e88bb0b022d5b0d3eafd9596,Toronto Raptors,New York Knicks,Yes,340.9,Yes,East,Atlantic,East,Atlantic,-108.0,-112.0,1.5,-1.5,107.5,-127.5,-110.0,-110.0,223.5,-106,-114,110,-130,-110,-110,-110,-110,105,-125,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-03-02 05:40:30,2026-03-03 20:10,fe9fbae6e69b1684995b2fa8f45fb691,Philadelphia 76ers,San Antonio Spurs,No,1502.4,Yes,East,Atlantic,West,Southwest,-113.0,-107.0,6.25,-6.25,194.0,-235.0,-110.0,-110.0,231.5,-108,-112,198,-240,-110,-110,-118,-102,190,-230,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
