League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-17 17:31:40,2026-02-19 19:00,c93f72cb146ef69c7bd4a79f03481123,Washington Wizards,Indiana Pacers,No,492.8,Yes,East,Southeast,East,Central,-111.25,-108.12,4.31,-4.31,152.8,-184.6,-109.0,-110.75,234.19,-110,-110,156,-186,-105,-115,-109.0,-114.0,140.0,-177.0,-110.0,-113.0,-115,-105,154,-185,-115,-105,-115.0,-105.0,154.0,-190.0,-115.0,-105.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-115.0,-105.0,160.0,-185.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 19:10,d647541d42648749f3bde601547fa1be,Philadelphia 76ers,Atlanta Hawks,No,663.4,Yes,East,Atlantic,East,Southeast,-113.75,-105.75,-4.56,4.56,-190.8,157.4,-109.62,-109.88,237.19,-114,-106,-198,166,-112,-108,-112.0,-112.0,-186.0,148.0,-113.0,-109.0,-118,-102,-185,154,-105,-115,-115.0,-105.0,-190.0,154.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-115.0,-105.0,-195.0,165.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 19:10,24a92d49df82923f29b3e9cda4d57446,Cleveland Cavaliers,Brooklyn Nets,No,406.4,Yes,East,Central,East,Atlantic,-110.12,-109.25,-14.75,14.75,-942.0,602.0,-109.38,-110.25,229.88,-115,-105,-900,610,-110,-110,-110.0,-113.0,-910.0,550.0,-113.0,-110.0,-115,-105,-900,600,-105,-115,-110.0,-110.0,-1000.0,625.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,-1000.0,625.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 19:10,97031eee2ea39d890bf5046a1c57c7a7,Charlotte Hornets,Houston Rockets,No,927.0,Yes,East,Southeast,West,Southwest,-108.75,-110.75,2.5,-2.5,116.8,-140.0,-110.88,-108.75,215.62,-112,-108,120,-142,-112,-108,-112.0,-112.0,115.0,-143.0,-113.0,-110.0,-110,-110,114,-135,-110,-110,-110.0,-110.0,115.0,-140.0,-115.0,-105.0,-110.0,-110.0,,,-110.0,-110.0,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,120.0,-140.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 19:40,0ea61c4bb159036d242d6aa077216586,New York Knicks,Detroit Pistons,No,482.2,Yes,East,Atlantic,East,Central,-111.0,-108.5,-4.44,4.44,-182.0,151.2,-109.38,-110.25,222.5,-108,-112,-180,152,-108,-112,-112.0,-112.0,-175.0,140.0,-110.0,-113.0,-112,-108,-185,154,-110,-110,-110.0,-110.0,-185.0,150.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-110.0,-110.0,-185.0,160.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 20:10,537f72a12ccf54596ce42c638bacb485,Chicago Bulls,Toronto Raptors,No,438.9,Yes,East,Central,East,Atlantic,-108.88,-110.5,6.38,-6.38,190.6,-233.0,-108.38,-111.38,234.0,-112,-108,190,-230,-110,-110,-108.0,-115.0,188.0,-240.0,-113.0,-110.0,-110,-110,190,-230,-112,-108,-110.0,-110.0,195.0,-235.0,-105.0,-115.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-105.0,-115.0,190.0,-230.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 20:40,d34f8e76f10dd65a684c9bd6301e667e,San Antonio Spurs,Phoenix Suns,No,850.8,Yes,West,Southwest,West,Pacific,-108.88,-110.5,-7.5,7.5,-307.0,246.0,-111.75,-108.0,226.56,-110,-110,-320,260,-106,-114,-110.0,-113.0,-305.0,230.0,-113.0,-110.0,-105,-115,-310,250,-112,-108,-110.0,-110.0,-300.0,240.0,-115.0,-105.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-113.0,-102.0,-110.0,-110.0,,,-115.0,-105.0,-110.0,-110.0,-300.0,250.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 22:10,7bb1dc8e7e0b6a77195533729951d187,Golden State Warriors,Boston Celtics,No,2697.8,Yes,West,Pacific,East,Atlantic,-109.12,-110.25,3.06,-3.06,124.2,-148.0,-109.25,-110.5,217.12,-115,-105,126,-148,-115,-105,-108.0,-115.0,125.0,-155.0,-112.0,-112.0,-102,-118,120,-142,-105,-115,-102.0,-118.0,125.0,-150.0,-105.0,-115.0,-110.0,-110.0,,,-110.0,-110.0,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-110.0,-110.0,125.0,-145.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 22:10,fc4ef6fdb917bca80f99940665442e96,Sacramento Kings,Orlando Magic,No,2394.9,Yes,West,Pacific,East,Southeast,-111.38,-108.0,11.38,-11.38,406.0,-562.0,-107.75,-112.0,225.44,-110,-110,410,-550,-105,-115,-110.0,-113.0,430.0,-625.0,-110.0,-113.0,-115,-105,400,-535,-110,-110,-115.0,-105.0,400.0,-550.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-115.0,-105.0,390.0,-550.0,-110.0,-110.0
NBA,2026-02-17 17:31:40,2026-02-19 22:40,13c088a4f279e674bf80e4cb06d231a9,Los Angeles Clippers,Denver Nuggets,No,839.4,Yes,West,Pacific,West,Northwest,-109.25,-110.12,4.19,-4.19,147.6,-178.0,-109.12,-110.5,225.88,-108,-112,150,-178,-105,-115,-108.0,-115.0,133.0,-167.0,-113.0,-110.0,-112,-108,150,-180,-108,-112,-115.0,-105.0,150.0,-185.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,155.0,-180.0,-110.0,-110.0
