League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-06 13:52:53,2026-02-06 19:40,8ddd2769a5ffd8dccf14da6c31f1fc1c,Boston Celtics,Miami Heat,No,1255.4,Yes,East,Atlantic,East,Southeast,-107.89,-111.78,-6.44,6.44,-251.22,205.56,-109.67,-110.44,226.83,-108,-112,-255,210,-110,-110,-110,-110,-270,210,-110,-110,-105,-115,-258,210,-112,-108,-110,-110,-255,211,-105,-115,-106,-106,-253,214,-102,-113,-110,-110,-250,210,-110,-110,-102,-118,-235,195,-115,-105,-110,-115,-250,195,-113,-113,-110.0,-110.0,-235.0,195.0,-110,-110
NBA,2026-02-06 13:52:53,2026-02-06 19:40,69d971ab3826cab2feb87672c81b99cc,Detroit Pistons,New York Knicks,No,482.2,Yes,East,Central,East,Atlantic,-108.0,-111.56,-2.83,2.83,-131.11,106.89,-109.56,-110.56,220.06,-106,-114,-162,136,-110,-110,-110,-110,-152,124,-110,-110,-105,-115,-162,136,-112,-108,-108,-112,-161,141,-105,-115,-104,-108,-161,142,-102,-113,-115,-105,-160,138,-110,-110,-105,-115,-160,135,-115,-105,-109,-115,-162,130,-112,-114,-110.0,-110.0,100.0,-120.0,-110,-110
NBA,2026-02-06 13:52:53,2026-02-06 20:10,c9fbb4841a8939ef25c00d8012bf66d1,Milwaukee Bucks,Indiana Pacers,Yes,244.2,Yes,East,Central,East,Central,-111.56,-108.22,1.22,-1.22,-36.67,-116.56,-110.89,-109.11,222.72,-115,-105,102,-120,-112,-108,-110,-110,-106,-115,-110,-110,-115,-105,-108,-112,-112,-108,-110,-110,-105,-115,-110,-110,-106,-106,-103,-113,-107,-107,-110,-110,-105,-115,-110,-110,-110,-110,100,-120,-115,-105,-113,-113,100,-124,-112,-114,-115.0,-105.0,-105.0,-115.0,-110,-110
NBA,2026-02-06 13:52:53,2026-02-06 20:10,ca2f6578b0d06d2a06e2eb5cee12fd8e,Minnesota Timberwolves,New Orleans Pelicans,No,1051.1,Yes,West,Northwest,West,Southwest,-110.33,-109.22,-9.72,9.72,-437.67,335.11,-112.67,-107.44,236.67,-110,-110,-400,315,-114,-106,-110,-110,-435,325,-110,-110,-115,-105,-455,350,-115,-105,-105,-115,-450,350,-115,-105,-106,-106,-444,356,-113,-102,-110,-110,-450,355,-110,-110,-118,-102,-475,360,-115,-105,-109,-115,-420,300,-112,-114,-110.0,-110.0,-410.0,305.0,-110,-110
NBA,2026-02-06 13:52:53,2026-02-06 22:00,ef8ae24fd705cab52010cac25b6abbba,Portland Trail Blazers,Memphis Grizzlies,No,1849.4,Yes,West,Northwest,West,Southwest,-110.44,-109.33,-8.67,8.67,-306.44,247.22,-109.56,-110.22,233.0,-112,-108,-300,250,-110,-110,-110,-110,-323,247,-110,-110,-118,-102,-298,240,-110,-110,-105,-115,-310,252,-110,-110,-101,-111,-307,256,-107,-107,-105,-115,-300,250,-110,-110,-115,-105,-300,240,-105,-115,-113,-113,-335,255,-114,-110,-115.0,-105.0,-285.0,235.0,-110,-110
NBA,2026-02-06 13:52:53,2026-02-06 22:10,e3d5928f680f116697bc4e6bb16f5862,Sacramento Kings,Los Angeles Clippers,Yes,365.7,Yes,West,Pacific,West,Pacific,-109.25,-110.5,3.56,-3.56,143.88,-171.62,-110.67,-109.33,222.11,-105,-115,150,-178,-110,-110,-110,-110,140,-174,-110,-110,-110,-110,142,-170,-115,-105,-108,-112,148,-168,-110,-110,-104,-108,149,-168,-107,-107,-110,-110,142,-165,-110,-110,-110,-110,145,-175,-110,-110,-117,-109,135,-175,-114,-112,,,,,-110,-110
