League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-02-12 14:03:32,2026-02-12 19:40,1c3809071b6a6e313c87dee15e46bdc1,Oklahoma City Thunder,Milwaukee Bucks,No,732.9,Yes,West,Northwest,East,Central,-111.89,-107.89,-13.44,13.44,-750.22,521.44,-111.0,-109.0,214.33,-108,-112,-820,570,-108,-112,-110,-110,-714,479,-110,-110,-112,-108,-750,525,-115,-105,-111,-101,-713,533,-110,-104,-114,-106,-710,511,-113,-107,-115,-105,-750,525,-110,-110,-112,-114,-835,540,-113,-113,-110.0,-110.0,-750.0,500.0,-110,-110,-115,-105,-710,510,-110,-110
NBA,2026-02-12 14:03:32,2026-02-12 21:10,ad2db051928cbc4c1ed6a3b861ac4538,Utah Jazz,Portland Trail Blazers,Yes,635.0,Yes,West,Northwest,West,Northwest,-109.38,-110.25,8.31,-8.31,247.25,-308.75,-110.67,-109.22,238.67,-114,-106,250,-310,-114,-106,-110,-110,250,-323,-110,-110,-115,-105,245,-305,-110,-110,-101,-111,248,-297,-107,-107,-105,-115,245,-300,-110,-110,-110,-110,240,-300,-110,-110,-110,-115,250,-335,-115,-110,,,,,-110,-110,-110,-110,250,-300,-110,-110
NBA,2026-02-12 14:03:32,2026-02-12 22:10,fdb123a858af8d533d901707df45960f,Los Angeles Lakers,Dallas Mavericks,No,1240.8,Yes,West,Pacific,West,Southwest,-111.22,-86.33,-6.67,6.67,-287.11,232.67,-111.33,-109.56,236.0,-106,-114,-290,235,-110,-110,-110,-110,-286,224,-110,-110,-112,-108,-285,230,-115,-105,-106,-106,-272,229,-107,-107,-110,-110,-275,226,-110,-110,-125,105,-325,260,-118,-110,-117,-109,-286,220,-112,-114,-105.0,-115.0,-285.0,235.0,-110,-110,-110,-110,-280,235,-110,-110
