League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-03 04:29:36,2025-12-03 19:10,Cleveland Cavaliers,Portland Trail Blazers,No,2055.0,Yes,-109.0,-110.67,-486.0,366.67,-110.44,-109.56,East,Central,West,Northwest,-112,-108,-500,380,-112,-108,-106.0,-106.0,-493.0,390.0,-107.0,-107.0,-105.0,-115.0,-500.0,383.0,-110.0,-110.0,-110.0,-110.0,-476.0,352.0,-110.0,-110.0,-108,-112,-485,370,-112,-108,-110,-115,-500,350,-113,-113,-110.0,-110.0,-500.0,375.0,-110.0,-110.0,-110.0,-110.0,-460.0,340.0,-110.0,-110.0,-110.0,-110.0,-460.0,360.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 19:10,Indiana Pacers,Denver Nuggets,No,1002.0,Yes,-110.33,-109.44,246.0,-303.89,-109.33,-110.67,East,Central,West,Northwest,-110,-110,250,-300,-110,-110,-106.0,-106.0,252.0,-302.0,-107.0,-107.0,-110.0,-110.0,249.0,-305.0,-110.0,-110.0,-110.0,-110.0,240.0,-313.0,-110.0,-110.0,-115,-105,245,-305,-110,-110,-112,-114,235,-305,-112,-114,-110.0,-110.0,240.0,-300.0,-110.0,-110.0,-110.0,-110.0,250.0,-300.0,-105.0,-115.0,-110.0,-110.0,253.0,-305.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 19:10,Orlando Magic,San Antonio Spurs,No,1033.6,Yes,-108.89,-110.78,-316.11,252.78,-111.33,-108.89,East,Southeast,West,Southwest,-112,-108,-330,265,-118,-104,-106.0,-106.0,-302.0,252.0,-107.0,-107.0,-110.0,-110.0,-305.0,249.0,-110.0,-110.0,-110.0,-110.0,-323.0,246.0,-110.0,-110.0,-102,-118,-310,250,-108,-112,-110,-115,-335,245,-114,-112,-105.0,-115.0,-325.0,260.0,-115.0,-105.0,-115.0,-105.0,-310.0,255.0,-110.0,-110.0,-110.0,-110.0,-305.0,253.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 19:40,Atlanta Hawks,Los Angeles Clippers,No,1943.0,Yes,-109.78,-110.0,-156.78,132.56,-86.11,-111.56,East,Southeast,West,Pacific,-108,-112,-158,134,-110,-110,-111.0,-101.0,-152.0,134.0,-107.0,-107.0,-115.0,-105.0,-153.0,133.0,-110.0,-110.0,-110.0,-110.0,-152.0,124.0,-110.0,-110.0,-110,-110,-162,136,-110,-110,-109,-117,-159,128,-113,-112,-105.0,-115.0,-160.0,135.0,-115.0,-105.0,-105.0,-115.0,-160.0,135.0,-110.0,-110.0,-115.0,-105.0,-155.0,134.0,110.0,-130.0
NBA,2025-12-03 04:29:36,2025-12-03 19:40,New York Knicks,Charlotte Hornets,No,533.4,Yes,-108.89,-110.89,-418.33,321.11,-109.67,-110.33,East,Atlantic,East,Southeast,-112,-108,-420,330,-110,-110,-101.0,-111.0,-405.0,329.0,-107.0,-107.0,-105.0,-115.0,-410.0,324.0,-110.0,-110.0,-110.0,-110.0,-435.0,317.0,-110.0,-110.0,-108,-112,-395,310,-112,-108,-109,-117,-435,310,-113,-113,-110.0,-110.0,-425.0,325.0,-105.0,-115.0,-115.0,-105.0,-430.0,320.0,-110.0,-110.0,-110.0,-110.0,-410.0,325.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 20:10,Chicago Bulls,Brooklyn Nets,No,717.1,Yes,-111.44,-86.0,-325.0,259.33,-110.0,-109.89,East,Central,East,Atlantic,-112,-108,-330,265,-110,-110,-106.0,-106.0,-312.0,260.0,-107.0,-107.0,-110.0,-110.0,-315.0,256.0,-110.0,-110.0,-110.0,-110.0,-333.0,255.0,-110.0,-110.0,-125,105,-310,250,-110,-110,-115,-110,-345,260,-113,-112,-105.0,-115.0,-325.0,260.0,-110.0,-110.0,-110.0,-110.0,-340.0,270.0,-110.0,-110.0,-110.0,-110.0,-315.0,258.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 20:10,Houston Rockets,Sacramento Kings,No,1609.3,Yes,-108.78,-110.89,-1252.5,735.67,-110.11,-109.89,West,Southwest,West,Pacific,-110,-110,-1200,750,-110,-110,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,-1250.0,714.0,-110.0,-110.0,-110,-110,-1350,800,-105,-115,-113,-112,-1115,650,-114,-112,-110.0,-110.0,-1400.0,800.0,-110.0,-110.0,-110.0,-110.0,-1200.0,700.0,-115.0,-105.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 20:11,Milwaukee Bucks,Detroit Pistons,Yes,252.3,Yes,-111.44,-108.56,130.89,-154.33,-110.22,-109.67,East,Central,East,Central,-118,-104,124,-146,-110,-110,-106.0,-106.0,136.0,-155.0,-107.0,-107.0,-110.0,-110.0,135.0,-155.0,-110.0,-110.0,-110.0,-110.0,125.0,-154.0,-110.0,-110.0,-115,-105,136,-162,-108,-112,-109,-117,123,-152,-112,-113,-115.0,-105.0,135.0,-160.0,-115.0,-105.0,-110.0,-110.0,130.0,-150.0,-110.0,-110.0,-110.0,-110.0,134.0,-155.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-03 20:30,Dallas Mavericks,Miami Heat,No,1111.8,Yes,-108.56,-111.22,146.78,-174.44,-110.33,-109.67,West,Southwest,East,Southeast,-108,-112,150,-178,-110,-110,-101.0,-111.0,150.0,-170.0,-107.0,-107.0,-105.0,-115.0,149.0,-170.0,-110.0,-110.0,-110.0,-110.0,146.0,-182.0,-110.0,-110.0,-110,-110,145,-175,-112,-108,-113,-113,140,-175,-114,-112,-110.0,-110.0,145.0,-175.0,-110.0,-110.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0,-110.0,-110.0,146.0,-170.0,-110.0,-110.0
NBA,2025-12-03 04:29:36,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-109.67,-111.67,-210.0,172.0,-111.0,-111.0,East,Southeast,East,Southeast,-114,-106,-210,176,-110,-110,,,,,,,,,,,,,,,,,,,-105,-115,-205,170,-110,-110,-110,-114,-215,170,-113,-113,,,,,,,,,,,,,,,,,,
