League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-12-14 04:25:00,2025-12-14 15:10,Indiana Pacers,Washington Wizards,No,492.8,No,-109.11,-110.67,-361.67,283.56,-109.89,-110.11,East,Central,East,Southeast,-114,-106,-355,285,-106,-114,-105,-115,-360,285,-112,-108,-117.0,-109.0,-400.0,295.0,-114.0,-112.0,-110.0,-110.0,-385.0,287.0,-110.0,-110.0,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,-106.0,-106.0,-345.0,285.0,-107.0,-107.0,-105,-115,-350,275,-110,-110,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,-105,-115,-360,280,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 15:40,Cleveland Cavaliers,Charlotte Hornets,No,435.0,No,-109.67,-110.11,-545.33,403.56,-108.67,-111.44,East,Central,East,Southeast,-110,-110,-460,360,-110,-110,-108,-112,-550,410,-108,-112,-113.0,-113.0,-500.0,350.0,-113.0,-113.0,-110.0,-110.0,-556.0,399.0,-110.0,-110.0,-110.0,-110.0,-550.0,415.0,-105.0,-115.0,-106.0,-106.0,-542.0,423.0,-102.0,-113.0,-110,-110,-625,450,-110,-110,-110.0,-110.0,-550.0,425.0,-110.0,-110.0,-110,-110,-575,400,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 18:10,Atlanta Hawks,Philadelphia 76ers,No,663.4,No,-111.0,-108.78,-191.89,161.22,-110.11,-109.89,East,Southeast,East,Atlantic,-114,-106,-190,160,-108,-112,-115,-105,-205,170,-112,-108,-114.0,-112.0,-186.0,150.0,-114.0,-112.0,-110.0,-110.0,-196.0,159.0,-110.0,-110.0,-110.0,-110.0,-185.0,161.0,-110.0,-110.0,-106.0,-106.0,-185.0,162.0,-107.0,-107.0,-115,-105,-200,165,-110,-110,-110.0,-110.0,-185.0,159.0,-110.0,-110.0,-105,-115,-195,165,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 18:10,Brooklyn Nets,Milwaukee Bucks,No,736.6,No,-110.89,-108.89,108.22,-129.44,-109.78,-110.0,East,Atlantic,East,Central,-106,-114,110,-130,-114,-106,-102,-118,110,-130,-112,-108,-109.0,-117.0,104.0,-129.0,-110.0,-114.0,-110.0,-110.0,107.0,-132.0,-110.0,-110.0,-115.0,-105.0,108.0,-128.0,-110.0,-110.0,-111.0,-101.0,110.0,-126.0,-107.0,-107.0,-115,-105,105,-130,-105,-115,-115.0,-105.0,110.0,-130.0,-110.0,-110.0,-115,-105,110,-130,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 19:10,Chicago Bulls,New Orleans Pelicans,No,833.6,Yes,-111.11,-86.44,-199.22,166.67,-110.67,-109.33,East,Central,West,Southwest,-112,-108,-184,154,-110,-110,-120,100,-198,164,-110,-110,-112.0,-114.0,-215.0,170.0,-114.0,-112.0,-110.0,-110.0,-196.0,158.0,-110.0,-110.0,-110.0,-110.0,-200.0,174.0,-110.0,-110.0,-106.0,-106.0,-200.0,175.0,-107.0,-107.0,-115,-105,-200,165,-115,-105,-110.0,-110.0,-200.0,170.0,-110.0,-110.0,-105,-115,-200,170,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 19:10,Minnesota Timberwolves,Sacramento Kings,No,1514.6,Yes,-112.67,-107.11,-577.22,420.78,-111.22,-108.89,West,Northwest,West,Pacific,-110,-110,-590,440,-114,-106,-118,-102,-550,410,-112,-108,-112.0,-114.0,-625.0,420.0,-112.0,-114.0,-110.0,-110.0,-588.0,407.0,-110.0,-110.0,-115.0,-105.0,-555.0,418.0,-115.0,-105.0,-111.0,-101.0,-547.0,427.0,-113.0,-102.0,-118,-102,-600,425,-105,-115,-110.0,-110.0,-555.0,430.0,-110.0,-110.0,-110,-110,-585,410,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 20:10,Phoenix Suns,Los Angeles Lakers,Yes,359.1,Yes,-109.89,-109.67,56.78,-121.11,-108.0,-112.11,West,Pacific,West,Pacific,-110,-110,100,-118,-106,-114,-108,-112,105,-125,-105,-115,-110.0,-114.0,102.0,-125.0,-114.0,-112.0,-110.0,-110.0,-102.0,-120.0,-110.0,-110.0,-110.0,-110.0,102.0,-122.0,-105.0,-115.0,-106.0,-106.0,104.0,-120.0,-102.0,-113.0,-110,-110,105,-125,-110,-110,-115.0,-105.0,100.0,-120.0,-110.0,-110.0,-110,-110,-105,-115,-110,-110
NBA,2025-12-14 04:25:00,2025-12-14 21:10,Portland Trail Blazers,Golden State Warriors,No,536.0,Yes,-109.22,-110.44,156.78,-187.78,-108.56,-111.44,West,Northwest,West,Pacific,-112,-108,150,-180,-106,-114,-115,-105,154,-185,-102,-118,-110.0,-115.0,150.0,-195.0,-112.0,-114.0,-110.0,-110.0,149.0,-185.0,-110.0,-110.0,-105.0,-115.0,165.0,-190.0,-110.0,-110.0,-101.0,-111.0,166.0,-190.0,-107.0,-107.0,-115,-105,154,-190,-110,-110,-105.0,-115.0,163.0,-190.0,-110.0,-110.0,-110,-110,160,-185,-110,-110
NBA,2025-12-14 04:25:00,2025-12-16 20:40,New York Knicks,San Antonio Spurs,No,1581.9,Yes,-106.5,-113.5,-129.0,109.25,-110.0,-110.0,East,Atlantic,West,Southwest,-106,-114,-126,108,-110,-110,-110,-110,-135,114,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,-105,-115,-130,110,-110,-110,,,,,,,-105,-115,-125,105,-110,-110
