League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-05 23:03:18,2026-01-05 20:41,Philadelphia 76ers,Denver Nuggets,No,1579.7,Yes,-44.33,-121.0,-134.2,-59.4,-119.0,-113.0,East,Atlantic,West,Northwest,-108,-122,-106,-120,-114,-114,-125,-111,-222,170,-133,-105,100,-130,-125,-105,-110,-120,,,-115.0,-110.0,,,,,-103,-132,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-05 23:03:18,2026-01-05 22:11,Los Angeles Clippers,Golden State Warriors,Yes,348.5,Yes,-68.2,-122.4,21.0,-130.6,-114.0,-113.75,West,Pacific,West,Pacific,108,-144,110,-140,-125,-106,-105,-118,-105,-118,-111,-111,-125,-105,-110,-120,-110,-120,-105.0,-125.0,110.0,-145.0,-110.0,-118.0,-114.0,-120.0,100,-130,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-05 23:03:18,2026-01-05 22:12,Portland Trail Blazers,Utah Jazz,Yes,635.0,Yes,-117.0,-113.6,-4060.0,1160.0,-124.25,-55.75,West,Northwest,West,Northwest,-130,-102,-7000,1500,-144,108,-118,-111,-5000,1150,-118,-111,-110,-120,-2800,1200,-120,-110,-110.0,-118.0,-3000.0,1050.0,-115.0,-110.0,-117.0,-117.0,-2500,900,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-05 23:03:18,2026-01-06 19:10,Indiana Pacers,Cleveland Cavaliers,Yes,263.5,Yes,-107.5,-112.12,183.38,-221.88,-109.57,-109.57,East,Central,East,Central,-114,-106,172,-205,-112,-108,-110,-110,180,-227,-110,-110,-108,-112,185,-225,-108,-112,,,,,,,-112.0,-113.0,170,-215,,,-101.0,-111.0,191.0,-223.0,-107.0,-107.0,-105.0,-115.0,189.0,-225.0,-110.0,-110.0,-105.0,-115.0,190.0,-225.0,-110.0,-110.0,-105.0,-115.0,190.0,-230.0,-110.0,-110.0
NBA,2026-01-05 23:03:18,2026-01-06 19:10,Washington Wizards,Orlando Magic,Yes,756.6,Yes,-108.38,-111.38,225.0,-276.62,-108.86,-110.29,East,Southeast,East,Southeast,-110,-110,220,-270,-110,-110,-110,-110,225,-286,-110,-110,-102,-118,230,-285,-105,-115,,,,,,,-114.0,-112.0,205,-265,,,-106.0,-106.0,229.0,-272.0,-107.0,-107.0,-110.0,-110.0,226.0,-275.0,-110.0,-110.0,-110.0,-110.0,230.0,-275.0,-110.0,-110.0,-105.0,-115.0,235.0,-285.0,-110.0,-110.0
NBA,2026-01-05 23:03:18,2026-01-06 20:10,New Orleans Pelicans,Los Angeles Lakers,No,1673.5,Yes,-108.62,-111.12,174.88,-209.38,-109.0,-110.14,West,Southwest,West,Pacific,-108,-112,184,-220,-108,-112,-110,-110,169,-213,-110,-110,-102,-118,180,-218,-108,-112,,,,,,,-113.0,-113.0,160,-200,,,-106.0,-106.0,179.0,-204.0,-107.0,-107.0,-110.0,-110.0,177.0,-205.0,-110.0,-110.0,-110.0,-110.0,175.0,-205.0,-110.0,-110.0,-110.0,-110.0,175.0,-210.0,-110.0,-110.0
NBA,2026-01-05 23:03:18,2026-01-06 20:10,Memphis Grizzlies,San Antonio Spurs,Yes,628.7,Yes,-110.62,-109.12,171.71,-205.43,-109.86,-109.29,West,Southwest,West,Southwest,-110,-110,176,-210,-110,-110,-110,-110,167,-208,-110,-110,-115,-105,170,-205,-112,-108,,,,,,,-114.0,-112.0,170,-215,,,-106.0,-106.0,175.0,-200.0,-107.0,-107.0,-110.0,-110.0,174.0,-200.0,-110.0,-110.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2026-01-05 23:03:18,2026-01-06 20:10,Minnesota Timberwolves,Miami Heat,No,1511.3,Yes,-108.75,-111.0,-218.88,181.25,-109.57,-109.57,West,Northwest,East,Southeast,-110,-110,-210,176,-110,-110,-110,-110,-222,178,-110,-110,-110,-110,-225,185,-110,-110,,,,,,,-109.0,-117.0,-230,180,,,-106.0,-106.0,-214.0,185.0,-107.0,-107.0,-110.0,-110.0,-215.0,183.0,-110.0,-110.0,-110.0,-110.0,-215.0,183.0,-110.0,-110.0,-105.0,-115.0,-220.0,180.0,-110.0,-110.0
NBA,2026-01-05 23:03:18,2026-01-06 23:10,Sacramento Kings,Dallas Mavericks,No,1439.9,Yes,-111.0,-108.71,175.71,-211.43,-109.5,-109.5,West,Pacific,West,Southwest,-110,-110,168,-200,-110,-110,-110,-110,171,-213,-110,-110,-112,-108,180,-218,-110,-110,,,,,,,-109.0,-117.0,165,-210,,,-111.0,-101.0,179.0,-204.0,-107.0,-107.0,-115.0,-105.0,177.0,-205.0,-110.0,-110.0,,,,,,,-110.0,-110.0,190.0,-230.0,-110.0,-110.0
