League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-12 04:27:05,2025-11-12 19:10,Charlotte Hornets,Milwaukee Bucks,No,659.4,Yes,-109.22,-110.56,179.0,-215.11,-109.89,-110.11,East,Southeast,East,Central,-110.0,-110.0,172.0,-205.0,-108.0,-112.0,-118.0,-102.0,180.0,-218.0,-110.0,-110.0,-109,-117,163,-205,-114,-112,-101.0,-111.0,185.0,-214.0,-107.0,-107.0,-105.0,-115.0,183.0,-215.0,-110.0,-110.0,-110.0,-110.0,195.0,-235.0,-110.0,-110.0,-110.0,-110.0,165.0,-204.0,-110.0,-110.0,-115.0,-105.0,185.0,-225.0,-110.0,-110.0,-105.0,-115.0,183.0,-215.0,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 19:10,Detroit Pistons,Chicago Bulls,Yes,239.5,Yes,-110.67,-109.0,-138.78,117.33,-110.89,-109.11,East,Central,East,Central,-110.0,-110.0,-138.0,118.0,-110.0,-110.0,-110.0,-110.0,-135.0,114.0,-112.0,-108.0,-115,-110,-141,114,-114,-112,-106.0,-106.0,-138.0,122.0,-107.0,-107.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-110.0,-110.0,-140.0,115.0,-110.0,-110.0,-110.0,-110.0,-137.0,113.0,-110.0,-110.0,-115.0,-105.0,-145.0,125.0,-115.0,-105.0,-110.0,-110.0,-135.0,115.0,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 19:10,New York Knicks,Orlando Magic,No,940.3,Yes,-112.11,-107.56,-169.56,142.33,-110.67,-109.33,East,Atlantic,East,Southeast,-108.0,-112.0,-166.0,140.0,-110.0,-110.0,-115.0,-105.0,-170.0,142.0,-115.0,-105.0,-110,-115,-175,135,-114,-112,-111.0,-101.0,-160.0,141.0,-107.0,-107.0,-115.0,-105.0,-160.0,140.0,-110.0,-110.0,-115.0,-105.0,-175.0,145.0,-110.0,-110.0,-110.0,-110.0,-175.0,142.0,-110.0,-110.0,-110.0,-110.0,-175.0,150.0,-110.0,-110.0,-115.0,-105.0,-170.0,146.0,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 19:40,Boston Celtics,Memphis Grizzlies,No,1136.9,Yes,-108.33,-111.44,-256.0,208.78,-110.11,-109.89,East,Atlantic,West,Southwest,-110.0,-110.0,-260.0,215.0,-108.0,-112.0,-110.0,-110.0,-258.0,210.0,-112.0,-108.0,-114,-112,-265,205,-114,-112,-101.0,-111.0,-248.0,210.0,-107.0,-107.0,-105.0,-115.0,-250.0,207.0,-110.0,-110.0,-110.0,-110.0,-250.0,200.0,-110.0,-110.0,-110.0,-110.0,-263.0,207.0,-110.0,-110.0,-110.0,-110.0,-260.0,215.0,-110.0,-110.0,-105.0,-115.0,-250.0,210.0,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 19:40,Miami Heat,Cleveland Cavaliers,No,1086.5,Yes,-112.0,-107.78,-226.44,187.22,-107.44,-112.67,East,Southeast,East,Central,-110.0,-110.0,-235.0,194.0,-112.0,-108.0,-108.0,-112.0,-225.0,185.0,-105.0,-115.0,-114,-112,-235,185,-113,-113,-111.0,-101.0,-214.0,185.0,-102.0,-113.0,-115.0,-105.0,-215.0,183.0,-105.0,-115.0,-110.0,-110.0,-225.0,185.0,-105.0,-115.0,-110.0,-110.0,-244.0,195.0,-110.0,-110.0,-115.0,-105.0,-230.0,190.0,-110.0,-110.0,-115.0,-105.0,-215.0,183.0,-105.0,-115.0
NBA,2025-11-12 04:27:05,2025-11-12 20:10,San Antonio Spurs,Golden State Warriors,No,1490.6,Yes,-109.22,-110.56,-188.11,158.0,-110.33,-109.67,West,Southwest,West,Pacific,-108.0,-112.0,-186.0,156.0,-112.0,-108.0,-115.0,-105.0,-198.0,164.0,-112.0,-108.0,-114,-112,-180,143,-112,-114,-101.0,-111.0,-185.0,162.0,-107.0,-107.0,-105.0,-115.0,-185.0,161.0,-110.0,-110.0,-110.0,-110.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-189.0,152.0,-110.0,-110.0,-115.0,-105.0,-185.0,160.0,-110.0,-110.0,-105.0,-115.0,-185.0,159.0,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 20:10,Houston Rockets,Washington Wizards,No,1220.3,Yes,-111.0,-108.78,-1607.83,844.83,-110.44,-109.56,West,Southwest,East,Southeast,-110.0,-110.0,-1350.0,810.0,-114.0,-106.0,-115.0,-105.0,-1600.0,900.0,-110.0,-110.0,-113,-113,-1430,750,-113,-113,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115.0,-105.0,-2000.0,1000.0,-110.0,-110.0,-110.0,-110.0,-1667.0,809.0,-110.0,-110.0,-110.0,-110.0,-1600.0,800.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-110.78,-108.89,267.89,-336.78,-109.89,-110.11,West,Southwest,West,Northwest,-112.0,-108.0,260.0,-320.0,-106.0,-114.0,-115.0,-105.0,270.0,-340.0,-112.0,-108.0,-113,-112,255,-335,-114,-112,-104.0,-108.0,274.0,-331.0,-107.0,-107.0,-108.0,-112.0,270.0,-335.0,-110.0,-110.0,-115.0,-105.0,275.0,-350.0,-110.0,-110.0,-110.0,-110.0,265.0,-345.0,-110.0,-110.0,-110.0,-110.0,270.0,-340.0,-110.0,-110.0,-110.0,-110.0,272.0,-335.0,-110.0,-110.0
NBA,2025-11-12 04:27:05,2025-11-12 20:40,Dallas Mavericks,Phoenix Suns,No,885.4,Yes,-87.0,-88.33,-110.0,-110.0,-113.33,-106.78,West,Southwest,West,Pacific,-106.0,-114.0,-110.0,-106.0,-114.0,-106.0,-122.0,102.0,-110.0,-110.0,-110.0,-110.0,-109,-117,-113,-110,-113,-113,-106.0,-106.0,,,-113.0,-102.0,-110.0,-110.0,,,-115.0,-105.0,105.0,-125.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-112.0,-109.0,-110.0,-110.0,-115.0,-105.0,-105.0,-115.0,-115.0,-105.0,-110.0,-110.0,,,-115.0,-105.0
NBA,2025-11-12 04:27:05,2025-11-12 21:40,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,-109.56,-110.11,-272.0,220.44,-109.44,-110.44,West,Northwest,West,Pacific,-110.0,-110.0,-255.0,210.0,-110.0,-110.0,-115.0,-105.0,-278.0,225.0,-108.0,-112.0,-115,-110,-265,205,-115,-110,-101.0,-111.0,-267.0,225.0,-107.0,-107.0,-105.0,-115.0,-270.0,222.0,-110.0,-110.0,-115.0,-105.0,-285.0,225.0,-105.0,-115.0,-110.0,-110.0,-278.0,217.0,-110.0,-110.0,-105.0,-115.0,-270.0,220.0,-110.0,-110.0,-110.0,-110.0,-280.0,235.0,-110.0,-110.0
