League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-03-08 18:23:46,2026-03-08 15:43,eb2b99ecfa9d75e8e25ce5b0d036f373,Los Angeles Lakers,New York Knicks,No,2452.9,No,West,Pacific,East,Atlantic,-2108.4,260.0,-10.6,10.6,,,240.5,-2589.5,210.75,-162,122,,,-108,-122,-133,-105,,,-125,-111,-135,105,,,-105,-125,-112,-122,,,,,-10000,1300,,,1300,-10000,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-03-08 18:23:46,2026-03-08 18:10,006622ec4db6bee347f96611117716b1,Miami Heat,Detroit Pistons,No,1153.0,No,East,Southeast,East,Central,-110.78,-115.11,-2.06,2.06,-148.67,49.33,-90.22,-113.78,228.0,-112,-118,-172.0,134.0,-120,-110,-111,-118,-167.0,130.0,100,-125,-115,-115,-154.0,120.0,-115,-115,-114,-120,-177.0,133.0,-120.0,-117.0,-110,-118,-155.0,120.0,-115,-115,-103.0,-109.0,-103.0,-113.0,-107.0,-107.0,-107.0,-113.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-115.0,-115.0,-200.0,150.0,-115.0,-115.0
NBA,2026-03-08 18:23:46,2026-03-08 18:12,1f7f16be27b4d4686fb80a5ca7952320,Toronto Raptors,Dallas Mavericks,No,1204.0,No,East,Atlantic,West,Southwest,-114.67,-111.11,-9.83,9.83,-474.11,334.89,-114.11,-112.0,235.83,-114,-114,-590.0,390.0,-106,-125,-125,-105,-556.0,370.0,-118,-111,-125,-105,-560.0,370.0,-120,-110,-120,-114,-500.0,335.0,-121.0,-115.0,-110,-118,-475.0,333.0,-115,-110,-106.0,-106.0,-386.0,315.0,-107.0,-107.0,-107.0,-113.0,-370.0,296.0,-110.0,-110.0,-110.0,-110.0,-380.0,305.0,-110.0,-110.0,-115.0,-115.0,-450.0,300.0,-120.0,-110.0
NBA,2026-03-08 18:23:46,2026-03-08 19:10,3eecd922fd730ebc566975991090dd48,New Orleans Pelicans,Washington Wizards,No,966.2,Yes,West,Southwest,East,Southeast,-109.89,-109.56,-11.44,11.44,-537.11,397.33,-109.56,-110.22,244.44,-108,-112,-490.0,380.0,-112,-108,-110,-110,-526.0,372.0,-110,-110,-112,-108,-535.0,400.0,-110,-110,-113,-110,-530.0,370.0,-112.0,-112.0,-110,-110,-550.0,400.0,-110,-110,-106.0,-106.0,-523.0,411.0,-107.0,-107.0,-110.0,-110.0,-530.0,403.0,-110.0,-110.0,-110.0,-110.0,-575.0,440.0,-110.0,-110.0,-110.0,-110.0,-575.0,400.0,-105.0,-115.0
NBA,2026-03-08 18:23:46,2026-03-08 20:10,3746240cd5d317c0378756467f415c9b,San Antonio Spurs,Houston Rockets,Yes,186.5,Yes,West,Southwest,West,Southwest,-111.0,-108.44,-5.56,5.56,-225.0,185.44,-107.89,-111.89,222.61,-114,-106,-215.0,180.0,-110,-110,-110,-110,-222.0,179.0,-110,-110,-112,-108,-230.0,190.0,-105,-115,-113,-110,-235.0,180.0,-109.0,-114.0,-110,-110,-225.0,185.0,-110,-110,-109.0,-103.0,-223.0,191.0,-102.0,-113.0,-113.0,-107.0,-225.0,189.0,-105.0,-115.0,-113.0,-107.0,-225.0,190.0,-110.0,-110.0,-105.0,-115.0,-225.0,185.0,-110.0,-110.0
NBA,2026-03-08 18:23:46,2026-03-08 20:10,58bd4973656bdf3ba502e52d0343d381,Milwaukee Bucks,Orlando Magic,No,1064.4,Yes,East,Central,East,Southeast,-108.44,-111.0,5.83,-5.83,172.44,-207.11,-110.56,-109.11,216.56,-108,-112,166.0,-198.0,-106,-114,-110,-110,175.0,-217.0,-110,-110,-105,-115,170.0,-205.0,-112,-108,-114,-109,175.0,-225.0,-114.0,-109.0,-105,-115,170.0,-210.0,-110,-110,-105.0,-107.0,179.0,-204.0,-110.0,-104.0,-109.0,-111.0,177.0,-205.0,-113.0,-107.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0
NBA,2026-03-08 18:23:46,2026-03-08 21:10,0921e076bc572536f8a2ecd29ce1c426,Sacramento Kings,Chicago Bulls,No,1791.5,Yes,West,Pacific,East,Central,-108.89,-110.56,2.72,-2.72,118.22,-141.11,-109.67,-110.0,234.83,-106,-114,120.0,-142.0,-110,-110,-110,-110,122.0,-149.0,-110,-110,-115,-105,124.0,-148.0,-112,-108,-113,-110,118.0,-148.0,-113.0,-110.0,-105,-115,118.0,-145.0,-105,-115,-101.0,-111.0,117.0,-133.0,-107.0,-107.0,-105.0,-115.0,115.0,-135.0,-110.0,-110.0,-110.0,-110.0,120.0,-140.0,-110.0,-110.0,-115.0,-105.0,110.0,-130.0,-110.0,-110.0
NBA,2026-03-08 18:23:46,2026-03-08 21:10,deb6b3ad949cc94864c1b0bc8d76ea12,Portland Trail Blazers,Indiana Pacers,No,1885.4,Yes,West,Northwest,East,Central,-112.89,-106.56,-8.67,8.67,-397.33,308.67,-110.78,-108.89,236.89,-114,-106,-405.0,320.0,-112,-108,-110,-110,-400.0,298.0,-110,-110,-115,-105,-395.0,310.0,-115,-105,-108,-115,-400.0,295.0,-113.0,-110.0,-118,-102,-400.0,310.0,-110,-110,-111.0,-101.0,-386.0,315.0,-107.0,-107.0,-115.0,-105.0,-390.0,310.0,-110.0,-110.0,-110.0,-110.0,-380.0,305.0,-110.0,-110.0,-115.0,-105.0,-420.0,315.0,-110.0,-110.0
NBA,2026-03-08 18:23:46,2026-03-08 22:10,730f1c3bdb79a1e2e7b62bf3babd5e0a,Phoenix Suns,Charlotte Hornets,No,1782.7,Yes,West,Pacific,East,Southeast,-110.56,-108.89,4.5,-4.5,158.44,-188.67,-108.56,-111.22,218.61,-110,-110,158.0,-188.0,-112,-108,-110,-110,154.0,-192.0,-110,-110,-108,-112,160.0,-192.0,-108,-112,-110,-113,155.0,-195.0,-110.0,-113.0,-110,-110,155.0,-190.0,-110,-110,-109.0,-103.0,161.0,-183.0,-102.0,-113.0,-113.0,-107.0,160.0,-183.0,-105.0,-115.0,-115.0,-105.0,163.0,-190.0,-110.0,-110.0,-110.0,-110.0,160.0,-185.0,-110.0,-110.0
