League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-08 07:56:58,2026-01-08 19:10,Charlotte Hornets,Indiana Pacers,No,428.0,Yes,-109.56,-110.11,-165.11,139.33,-107.75,-111.5,East,Southeast,East,Central,-108,-112,-164,138,-108,-112,-110,-110,-164,133,-110,-110,-112,-108,-166,140,-108,-112,-110,-115,-167,135,,,-106,-106,-165,146,-104,-110,-110,-110,-165,145,-107,-113,-110,-110,-170,140,-110,-110,-110,-110,-165,142,-105,-115,-110,-110,-160,135,-110,-110
NBA,2026-01-08 07:56:58,2026-01-08 20:10,Chicago Bulls,Miami Heat,No,1189.0,Yes,-111.0,-108.78,212.22,-260.0,-109.75,-109.5,East,Central,East,Southeast,-110,-110,215,-260,-114,-106,-110,-110,200,-252,-110,-110,-115,-105,215,-265,-112,-108,-113,-113,210,-275,,,-106,-106,214,-253,-107,-107,-110,-110,211,-255,-110,-110,-115,-105,220,-275,-105,-115,-110,-110,215,-255,-110,-110,-110,-110,210,-250,-110,-110
NBA,2026-01-08 07:56:58,2026-01-08 20:10,Minnesota Timberwolves,Cleveland Cavaliers,No,631.6,Yes,-110.67,-109.11,-141.0,119.0,-109.62,-109.62,West,Northwest,East,Central,-110,-110,-138,118,-110,-110,-110,-110,-147,119,-110,-110,-112,-108,-142,120,-115,-105,-113,-113,-139,112,,,-106,-106,-138,122,-107,-107,-110,-110,-140,120,-110,-110,-110,-110,-145,120,-105,-115,-110,-110,-140,120,-110,-110,-115,-105,-140,120,-110,-110
NBA,2026-01-08 07:56:58,2026-01-08 21:10,Utah Jazz,Dallas Mavericks,No,999.4,Yes,-114.11,-105.67,208.11,-254.56,-108.25,-111.0,West,Northwest,West,Southwest,-114,-106,200,-245,-110,-110,-110,-110,218,-278,-110,-110,-115,-105,200,-245,-105,-115,-117,-109,200,-250,,,-111,-101,214,-253,-104,-110,-115,-105,211,-255,-107,-113,-115,-105,200,-250,-115,-105,-115,-105,215,-255,-105,-115,-115,-105,215,-260,-110,-110
