League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds
NBA,2026-01-06 01:41:40,2026-01-06 19:10,Indiana Pacers,Cleveland Cavaliers,Yes,263.5,Yes,-107.25,-112.38,183.38,-221.62,-110.57,-108.57,East,Central,East,Central,-110,-110,176,-210,-112,-108,-110,-110,181,-227,-110,-110,-112,-113,170,-215,,,-101,-111,191,-223,-107,-107,-105,-115,189,-225,-110,-110,-105,-115,190,-225,-110,-110,-105,-115,190.0,-230.0,-110,-110,-110,-110,180,-218,-115,-105
NBA,2026-01-06 01:41:40,2026-01-06 19:10,Washington Wizards,Orlando Magic,Yes,756.6,Yes,-108.75,-111.0,220.25,-269.88,-108.86,-110.29,East,Southeast,East,Southeast,-110,-110,225,-275,-110,-110,-110,-110,226,-286,-110,-110,-114,-112,205,-265,,,-106,-106,218,-258,-107,-107,-110,-110,215,-260,-110,-110,-110,-110,218,-260,-110,-110,-105,-115,235.0,-285.0,-110,-110,-105,-115,220,-270,-105,-115
NBA,2026-01-06 01:41:40,2026-01-06 20:10,New Orleans Pelicans,Los Angeles Lakers,No,1673.5,Yes,-108.88,-110.88,175.38,-210.62,-114.57,-19.0,West,Southwest,West,Pacific,-110,-110,168,-200,-114,-106,-110,-110,169,-213,-110,-110,-113,-113,160,-200,,,-106,-106,185,-214,-118,103,-110,-110,183,-215,-120,100,-110,-110,183,-215,-120,100,-110,-110,175.0,-210.0,-110,-110,-102,-118,180,-218,-110,-110
NBA,2026-01-06 01:41:40,2026-01-06 20:10,Memphis Grizzlies,San Antonio Spurs,Yes,628.7,Yes,-108.12,-111.38,185.43,-224.57,-109.29,-109.86,West,Southwest,West,Southwest,-106,-114,188,-225,-110,-110,-110,-110,186,-233,-110,-110,-110,-114,175,-225,,,-101,-111,188,-219,-107,-107,-105,-115,186,-220,-110,-110,-105,-115,185,-220,-110,-110,-110,-110,,,-110,-110,-118,-102,190,-230,-108,-112
NBA,2026-01-06 01:41:40,2026-01-06 20:10,Minnesota Timberwolves,Miami Heat,No,1511.3,Yes,-114.12,-30.5,-224.75,185.88,-109.86,-109.29,West,Northwest,East,Southeast,-114,-106,-225,188,-110,-110,-110,-110,-222,178,-110,-110,-108,-117,-230,180,,,-116,104,-221,189,-107,-107,-120,100,-222,187,-110,-110,-120,100,-220,185,-110,-110,-110,-110,-240.0,200.0,-110,-110,-115,-105,-218,180,-112,-108
NBA,2026-01-06 01:41:40,2026-01-06 23:10,Sacramento Kings,Dallas Mavericks,No,1439.9,Yes,-112.88,-106.75,178.0,-213.62,-111.86,-107.43,West,Pacific,West,Southwest,-112,-108,176,-210,-110,-110,-110,-110,177,-222,-110,-110,-115,-110,170,-215,,,-111,-101,179,-204,-113,-102,-115,-105,177,-205,-115,-105,-115,-105,175,-205,-115,-105,-110,-110,190.0,-230.0,-110,-110,-115,-105,180,-218,-110,-110
