League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2025-12-05 07:52:07,2025-12-05 19:10,Boston Celtics,Los Angeles Lakers,No,2597.9,Yes,-109.89,-109.89,-241.78,198.0,-109.11,-110.78,East,Atlantic,West,Pacific,-110,-110,-235,194,-108,-112,-110.0,-110.0,-256.0,200.0,-110.0,-110.0,-110,-110,-238,195,-105,-115,-113,-113,-275,210,-112,-113,-110.0,-110.0,-235.0,195.0,-110.0,-110.0,-106.0,-106.0,-232.0,198.0,-107.0,-107.0,-110.0,-110.0,-235.0,200.0,-110.0,-110.0,-110.0,-110.0,-235.0,195.0,-110.0,-110.0,-110.0,-110.0,-235.0,195.0,-110.0,-110.0
NBA,2025-12-05 07:52:07,2025-12-05 19:10,Orlando Magic,Miami Heat,Yes,203.7,Yes,-109.89,-109.89,-208.11,172.78,-110.44,-109.44,East,Southeast,East,Southeast,-110,-110,-188,158,-110,-110,-110.0,-110.0,-213.0,171.0,-110.0,-110.0,-110,-110,-198,164,-112,-108,-113,-113,-225,175,-110,-115,-110.0,-110.0,-210.0,180.0,-110.0,-110.0,-106.0,-106.0,-209.0,182.0,-107.0,-107.0,-110.0,-110.0,-210.0,180.0,-110.0,-110.0,-110.0,-110.0,-210.0,175.0,-110.0,-110.0,-110.0,-110.0,-210.0,170.0,-115.0,-105.0
NBA,2025-12-05 07:52:07,2025-12-05 19:40,Atlanta Hawks,Denver Nuggets,No,1212.6,Yes,-112.0,-107.78,200.56,-245.67,-108.67,-111.33,East,Southeast,West,Northwest,-114,-106,190,-230,-110,-110,-110.0,-110.0,196.0,-250.0,-110.0,-110.0,-115,-105,210,-258,-108,-112,-113,-113,190,-245,-113,-113,-110.0,-110.0,203.0,-245.0,-110.0,-110.0,-106.0,-106.0,206.0,-243.0,-107.0,-107.0,-110.0,-110.0,205.0,-245.0,-105.0,-115.0,-115.0,-105.0,205.0,-245.0,-105.0,-115.0,-115.0,-105.0,200.0,-250.0,-110.0,-110.0
NBA,2025-12-05 07:52:07,2025-12-05 19:40,Toronto Raptors,Charlotte Hornets,No,586.0,Yes,-109.44,-110.11,-298.89,241.22,-108.67,-111.33,East,Atlantic,East,Southeast,-110,-110,-270,220,-112,-108,-110.0,-110.0,-313.0,243.0,-110.0,-110.0,-108,-112,-310,250,-112,-108,-110,-114,-315,240,-112,-114,-108.0,-112.0,-300.0,245.0,-110.0,-110.0,-104.0,-108.0,-297.0,248.0,-107.0,-107.0,-110.0,-110.0,-300.0,250.0,-105.0,-115.0,-115.0,-105.0,-285.0,235.0,-105.0,-115.0,-110.0,-110.0,-300.0,240.0,-105.0,-115.0
NBA,2025-12-05 07:52:07,2025-12-05 19:40,Cleveland Cavaliers,San Antonio Spurs,No,1254.7,Yes,-108.11,-111.56,-193.0,162.11,-109.78,-110.22,East,Central,West,Southwest,-110,-110,-190,162,-112,-108,-110.0,-110.0,-204.0,163.0,-110.0,-110.0,-102,-118,-198,164,-112,-108,-110,-115,-205,163,-112,-114,-110.0,-110.0,-185.0,161.0,-110.0,-110.0,-106.0,-106.0,-185.0,162.0,-107.0,-107.0,-110.0,-110.0,-185.0,159.0,-110.0,-110.0,-110.0,-110.0,-185.0,160.0,-105.0,-115.0,-105.0,-115.0,-200.0,165.0,-110.0,-110.0
NBA,2025-12-05 07:52:07,2025-12-05 19:40,Detroit Pistons,Portland Trail Blazers,No,1968.3,Yes,-109.56,-110.11,-298.89,241.67,-110.89,-108.89,East,Central,West,Northwest,-108,-112,-295,240,-112,-108,-110.0,-110.0,-303.0,237.0,-110.0,-110.0,-112,-108,-305,245,-115,-105,-110,-115,-295,225,-114,-110,-110.0,-110.0,-300.0,245.0,-110.0,-110.0,-106.0,-106.0,-297.0,248.0,-107.0,-107.0,-110.0,-110.0,-295.0,245.0,-110.0,-110.0,-110.0,-110.0,-300.0,250.0,-115.0,-105.0,-110.0,-110.0,-300.0,240.0,-105.0,-115.0
NBA,2025-12-05 07:52:07,2025-12-05 19:40,New York Knicks,Utah Jazz,No,1973.2,Yes,-107.67,-112.11,-1155.89,708.89,-111.0,-109.22,East,Atlantic,West,Northwest,-106,-114,-1000,660,-118,-104,-110.0,-110.0,-1111.0,678.0,-110.0,-110.0,-110,-110,-1100,700,-110,-110,-112,-114,-1115,650,-114,-112,-105.0,-115.0,-1100.0,709.0,-110.0,-110.0,-101.0,-111.0,-1077.0,733.0,-107.0,-107.0,-110.0,-110.0,-1100.0,700.0,-110.0,-110.0,-105.0,-115.0,-1200.0,700.0,-110.0,-110.0,-110.0,-110.0,-1600.0,850.0,-110.0,-110.0
NBA,2025-12-05 07:52:07,2025-12-05 20:10,Chicago Bulls,Indiana Pacers,Yes,166.3,Yes,-110.22,-109.56,-198.78,166.67,-109.33,-110.67,East,Central,East,Central,-114,-106,-190,160,-110,-110,-110.0,-110.0,-194.0,157.0,-110.0,-110.0,-115,-105,-205,170,-115,-105,-112,-114,-215,170,-112,-113,-110.0,-110.0,-195.0,170.0,-105.0,-115.0,-106.0,-106.0,-195.0,171.0,-102.0,-113.0,-110.0,-110.0,-195.0,167.0,-110.0,-110.0,-105.0,-115.0,-200.0,170.0,-110.0,-110.0,-110.0,-110.0,-200.0,165.0,-110.0,-110.0
NBA,2025-12-05 07:52:07,2025-12-05 20:10,Houston Rockets,Phoenix Suns,No,1016.4,Yes,-109.22,-110.44,-547.56,403.78,-110.11,-109.78,West,Southwest,West,Pacific,-112,-108,-490,380,-112,-108,-110.0,-110.0,-561.0,391.0,-110.0,-110.0,-105,-115,-550,410,-110,-110,-110,-115,-560,390,-112,-113,-115.0,-105.0,-550.0,415.0,-110.0,-110.0,-111.0,-101.0,-542.0,423.0,-107.0,-107.0,-110.0,-110.0,-550.0,425.0,-110.0,-110.0,-105.0,-115.0,-575.0,400.0,-110.0,-110.0,-105.0,-115.0,-550.0,400.0,-110.0,-110.0
NBA,2025-12-05 07:52:07,2025-12-05 20:10,Memphis Grizzlies,Los Angeles Clippers,No,1610.3,Yes,-109.44,-110.44,109.22,-130.56,-109.89,-110.33,West,Southwest,West,Pacific,-104,-118,116,-136,-118,-104,-110.0,-110.0,103.0,-127.0,-110.0,-110.0,-105,-115,110,-130,-105,-115,-115,-110,102,-129,-114,-112,-115.0,-105.0,110.0,-130.0,-110.0,-110.0,-111.0,-101.0,112.0,-128.0,-107.0,-107.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-105.0,-115.0,110.0,-135.0,-105.0,-115.0
