League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-12 10:31:25,2026-01-12 19:10,Cleveland Cavaliers,Utah Jazz,No,1569.1,Yes,-110.56,-109.22,-719.67,500.56,-108.5,-110.75,East,Central,West,Northwest,-114,-106,-700,500,-106,-114,-110,-110,-725,520,-110,-110,-106,-106,-713,533,-107,-107,-102,-118,-700,500,-110,-110,-113,-113,-770,480,,,-110,-110,-769,502,-110,-110,-115,-105,-625,430,-105,-115,-110,-110,-725,515,-110,-110,-115,-105,-750,525,-110,-110
NBA,2026-01-12 10:31:25,2026-01-12 19:40,Indiana Pacers,Boston Celtics,No,807.3,Yes,-109.67,-110.11,188.78,-230.11,-110.38,-108.88,East,Central,East,Atlantic,-114,-106,194,-235,-110,-110,-110,-110,192,-230,-113,-107,-106,-106,195,-228,-110,-104,-105,-115,190,-230,-105,-115,-117,-109,175,-225,,,-110,-110,188,-238,-110,-110,-105,-115,180,-220,-110,-110,-115,-105,195,-230,-110,-110,-105,-115,190,-235,-115,-105
NBA,2026-01-12 10:31:25,2026-01-12 19:40,Toronto Raptors,Philadelphia 76ers,Yes,337.5,Yes,-110.67,-109.11,128.89,-153.33,-83.0,-111.25,East,Atlantic,East,Atlantic,-110,-110,132,-156,-112,-108,-113,-107,128,-148,-110,-110,-109,-103,130,-147,-107,-107,-110,-110,130,-155,100,-120,-114,-112,132,-165,,,-110,-110,124,-154,-110,-110,-110,-110,130,-150,-110,-110,-110,-110,129,-150,-110,-110,-110,-110,125,-155,-105,-115
NBA,2026-01-12 10:31:25,2026-01-12 20:40,Dallas Mavericks,Brooklyn Nets,No,1374.0,Yes,-110.78,-109.0,-156.22,131.89,-110.75,-108.5,West,Southwest,East,Atlantic,-112,-108,-164,138,-114,-106,-115,-105,-150,130,-110,-110,-111,-101,-149,132,-107,-107,-110,-110,-155,130,-115,-105,-109,-117,-167,133,,,-110,-110,-161,130,-110,-110,-110,-110,-150,130,-110,-110,-110,-110,-150,129,-110,-110,-110,-110,-160,135,-110,-110
NBA,2026-01-12 10:31:25,2026-01-12 22:10,Sacramento Kings,Los Angeles Lakers,Yes,361.1,Yes,-110.44,-109.33,299.56,-381.78,-108.38,-110.88,West,Pacific,West,Pacific,-112,-108,310,-390,-110,-110,-105,-115,303,-380,-110,-110,-101,-111,308,-376,-107,-107,-115,-105,300,-380,-105,-115,-113,-113,320,-435,,,-110,-110,285,-370,-110,-110,-110,-110,275,-350,-110,-110,-110,-110,305,-380,-110,-110,-118,-102,290,-375,-105,-115
NBA,2026-01-12 10:31:25,2026-01-12 22:40,Los Angeles Clippers,Charlotte Hornets,No,2127.1,Yes,-110.0,-109.56,-184.78,155.0,-110.25,-109.0,West,Pacific,East,Southeast,-110,-110,-184,154,-110,-110,-110,-110,-180,157,-110,-110,-106,-106,-180,158,-107,-107,-110,-110,-185,154,-115,-105,-114,-110,-190,150,,,-110,-110,-189,152,-110,-110,-110,-110,-185,160,-110,-110,-110,-110,-180,155,-110,-110,-110,-110,-190,155,-110,-110
