League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-19 14:52:59,2026-04-19 13:11,00d1efd43d0790297fb68684a9171191,Boston Celtics,Philadelphia 76ers,Yes,273.6,No,East,Atlantic,East,Atlantic,-111.67,-117.5,-22.08,22.08,-55000.0,4150.0,-115.5,-80.67,217.08,-110,-120,,,-105,-125,-106,-125,-100000,5000,-138,104,-113,-121,,,-120,-115,-110,-118,-10000,3300,-110,-115,-120,-110,,,-115,-115,-111,-111,,,-105,-118,,,,,,,,,,,,,,,,,,
NBA,2026-04-19 14:52:59,2026-04-19 15:40,ef6021edff80a85fe2dae5cf3530d9d4,Oklahoma City Thunder,Phoenix Suns,No,841.9,No,West,Northwest,West,Pacific,-109.22,-110.33,-15.44,15.44,-1287.11,769.56,-109.89,-109.89,215.89,-105,-115,-1350.0,800.0,-105,-115,-110,-110,-1350,810,-110,-110,-112,-112,-1115.0,650.0,-112,-112,-110,-110,-1400,800,-115,-105,-110,-110,-1100.0,650.0,-110,-110,-110,-110,-1250.0,720.0,-110,-110,-110.0,-110.0,-1350.0,817.0,-110.0,-110.0,-106.0,-106.0,-1319.0,849.0,-107.0,-107.0,-110.0,-110.0,-1350.0,830.0,-110.0,-110.0
NBA,2026-04-19 14:52:59,2026-04-19 18:40,e777e2f049a5c85aed96a220a2cfe924,Detroit Pistons,Orlando Magic,No,956.1,No,East,Central,East,Southeast,-110.44,-109.0,-8.83,8.83,-405.56,312.89,-109.67,-110.0,221.39,-115,-105,-375.0,295.0,-110,-110,-114,-106,-390,310,-112,-108,-108,-115,-400.0,295.0,-113,-110,-115,-105,-425,320,-110,-110,-110,-110,-410.0,305.0,-105,-115,-110,-110,-400.0,299.0,-110,-110,-108.0,-112.0,-415.0,327.0,-110.0,-110.0,-104.0,-108.0,-410.0,332.0,-107.0,-107.0,-110.0,-110.0,-425.0,333.0,-110.0,-110.0
NBA,2026-04-19 14:52:59,2026-04-19 21:10,04e3ad1ccbad6419ac711ff120fd5cbe,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-111.0,-108.56,-11.17,11.17,-604.22,440.0,-110.11,-109.67,221.5,-108,-112,-535.0,400.0,-110,-110,-115,-105,-620,460,-112,-108,-112,-112,-625.0,420.0,-112,-112,-105,-115,-650,475,-110,-110,-110,-110,-600.0,425.0,-110,-110,-110,-110,-588.0,412.0,-110,-110,-114.0,-106.0,-605.0,449.0,-110.0,-110.0,-110.0,-102.0,-595.0,459.0,-107.0,-107.0,-115.0,-105.0,-620.0,460.0,-110.0,-110.0
NBA,2026-04-19 14:52:59,2026-04-20 19:10,273905d6a4ae9217ec0734b66a0eb28b,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-110.75,-108.62,-8.31,8.31,-360.75,283.12,-109.25,-110.38,223.38,-110,-110,-340.0,270.0,-115,-105,-110,-110,-350,280,-110,-110,-110,-113,-375.0,280.0,-112,-110,-110,-110,-375,290,-110,-110,-110,-110,-340.0,270.0,-110,-110,-110,-110,-370.0,278.0,-110,-110,-115.0,-105.0,-370.0,296.0,-105.0,-115.0,-111.0,-101.0,-366.0,301.0,-102.0,-113.0,,,,,,
NBA,2026-04-19 14:52:59,2026-04-20 20:10,a1b444bd00a27cbae3cf7ca3bf75a3f0,New York Knicks,Atlanta Hawks,No,748.3,Yes,East,Atlantic,East,Southeast,-110.75,-108.62,-5.5,5.5,-226.12,185.75,-110.62,-109.0,217.0,-115,-105,-225.0,185.0,-112,-108,-110,-110,-220,184,-108,-112,-115,-108,-225.0,175.0,-113,-110,-110,-110,-225,185,-115,-105,-110,-110,-225.0,185.0,-110,-110,-110,-110,-222.0,179.0,-110,-110,-110.0,-110.0,-235.0,195.0,-110.0,-110.0,-106.0,-106.0,-232.0,198.0,-107.0,-107.0,,,,,,
NBA,2026-04-19 14:52:59,2026-04-20 22:40,a52365fe7f7123df1c4220d9591a6da2,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,West,Northwest,West,Northwest,-109.88,-109.5,-6.5,6.5,-253.75,206.62,-109.5,-110.12,231.5,-110,-110,-245.0,200.0,-110,-110,-110,-110,-255,210,-110,-110,-108,-115,-286.0,220.0,-109,-114,-110,-110,-250,200,-110,-110,-115,-105,-250.0,210.0,-110,-110,-110,-110,-256.0,204.0,-110,-110,-110.0,-110.0,-245.0,203.0,-110.0,-110.0,-106.0,-106.0,-243.0,206.0,-107.0,-107.0,,,,,,
NBA,2026-04-19 14:52:59,2026-04-21 22:40,d3d28b764e5099920880de59a45e82cf,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-111.0,-108.38,4.69,-4.69,154.5,-185.25,-110.62,-109.0,206.0,-115,-105,142.0,-170.0,-110,-110,-108,-112,152,-180,-114,-106,-114,-109,150.0,-190.0,-114,-109,-110,-110,150,-185,-110,-110,-115,-105,165.0,-195.0,-110,-110,-110,-110,154.0,-192.0,-110,-110,-110.0,-110.0,161.0,-185.0,-110.0,-110.0,-106.0,-106.0,162.0,-185.0,-107.0,-107.0,,,,,,
