League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-04 18:57:08,2026-05-04 20:10,b11391b35b7a0cf79deeef3bb3eb9009,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,East,Atlantic,East,Atlantic,-109.22,-110.22,-7.44,7.44,-285.11,231.78,-109.44,-110.33,212.67,-108,-112,-290,235,-110,-110,-110,-110,-295,240,-110,-110,-110,-110,-280,230,-106,-114,-106,-106,-277,233,-107,-107,-109,-114,-286,220,-112,-112,-105,-115,-280,230,-110,-110,-110,-110,-303,238,-110,-110,-110,-110,-275,225,-110,-110,-115.0,-105.0,-280.0,235.0,-110.0,-110.0
NBA,2026-05-04 18:57:08,2026-05-04 21:40,219920e3a715ceb3dc69f3638f7571d5,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-109.67,-109.78,-9.89,9.89,-407.56,315.33,-111.56,-108.33,219.44,-110,-110,-345,275,-110,-110,-108,-112,-450,350,-114,-106,-109,-111,-400,316,-115,-105,-105,-107,-395,321,-113,-102,-110,-113,-435,325,-112,-112,-110,-110,-410,305,-110,-110,-110,-110,-408,301,-110,-110,-115,-105,-425,325,-110,-110,-110.0,-110.0,-400.0,320.0,-110.0,-110.0
NBA,2026-05-04 18:57:08,2026-05-05 19:10,0d7933fbc3dd3e384f9b709cff4e882c,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-106.12,-113.38,-3.19,3.19,-150.0,125.88,-111.88,-107.88,215.25,-105,-115,-155,130,-110,-110,-104,-118,-154,130,-114,-106,-108,-112,-145,125,-115,-105,-104,-108,-144,127,-113,-102,-108,-114,-148,118,-113,-110,-105,-115,-150,130,-110,-110,-110,-110,-149,122,-110,-110,-105,-115,-155,125,-110,-110,,,,,,
NBA,2026-05-04 18:57:08,2026-05-05 20:40,689b4554b0b10e67f46872eb2e74b98d,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-110.12,-110.38,-15.69,15.69,-1179.25,714.88,-109.5,-110.12,213.5,-110,-110,-1050,675,-110,-110,-115,-105,-1200,750,-110,-110,-105,-115,-1050,686,-110,-110,-101,-111,-1028,708,-107,-107,-112,-112,-1430,750,-109,-114,-110,-110,-1200,700,-110,-110,-110,-110,-1376,750,-110,-110,-118,-110,-1100,700,-110,-110,,,,,,
