League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-03-31 15:02:29,2026-03-31 19:10,8c95b58e16520c12308e0196b0c19198,Orlando Magic,Phoenix Suns,No,1845.4,Yes,East,Southeast,West,Pacific,-109.33,-110.11,-2.06,2.06,-126.11,105.67,-110.22,-109.44,224.61,-106,-114,-126,108,-112,-108,-105,-115,-125,105,-110,-110,-114,-109,-134,108,-113,-110,-105,-107,-123,107,-107,-107,-109,-111,-125,105,-110,-110,-115.0,-105.0,-125,105,-110,-110,-110,-110,-125,105,-110,-110,-110,-110,-125,105,-110,-110,-110,-110,-127,103,-110,-110
NBA,2026-03-31 15:02:29,2026-03-31 19:40,5821188b8c12a7b49e0f069e3974e502,Brooklyn Nets,Charlotte Hornets,No,530.9,Yes,East,Atlantic,East,Southeast,-111.89,-107.67,17.39,-17.39,950.0,-1821.22,-109.67,-110.0,219.39,-114,-106,1100,-2200,-110,-110,-112,-108,1000,-1800,-105,-115,-112,-112,800,-1667,-110,-113,-110,-102,989,-1657,-107,-107,-114,-106,945,-1700,-110,-110,-115.0,-105.0,950,-2000,-110,-110,-110,-110,950,-1700,-110,-110,-110,-110,950,-2000,-115,-105,-110,-110,866,-1667,-110,-110
NBA,2026-03-31 15:02:29,2026-03-31 20:10,ce4beaf577105bae5d26c3205ccce3b4,Milwaukee Bucks,Dallas Mavericks,No,856.9,Yes,East,Central,West,Southwest,-110.78,-108.67,2.0,-2.0,108.89,-130.0,-111.11,-108.44,230.0,-110,-110,112,-132,-114,-106,-118,-102,110,-130,-108,-112,-110,-113,107,-132,-112,-110,-109,-103,107,-123,-109,-105,-113,-107,105,-125,-112,-108,-102.0,-118.0,110,-135,-115,-105,-110,-110,110,-130,-110,-110,-115,-105,110,-130,-110,-110,-110,-110,109,-133,-110,-110
NBA,2026-03-31 15:02:29,2026-03-31 20:10,b6b9e83d82f672bcffebdad2ba67d51d,Detroit Pistons,Toronto Raptors,No,206.8,Yes,East,Central,East,Atlantic,-108.56,-111.0,-3.39,3.39,-156.22,132.22,-109.22,-110.56,220.06,-110,-110,-158,134,-114,-106,-105,-115,-155,130,-105,-115,-112,-112,-152,123,-112,-112,-103,-109,-155,136,-107,-107,-107,-113,-155,135,-110,-110,-110.0,-110.0,-160,135,-105,-115,-110,-110,-155,134,-110,-110,-110,-110,-160,135,-110,-110,-110,-110,-156,128,-110,-110
NBA,2026-03-31 15:02:29,2026-03-31 20:10,0fee871b4f5cc68f4c933d5eb56d25c8,Houston Rockets,New York Knicks,No,1420.7,Yes,West,Southwest,East,Atlantic,-112.89,-84.44,1.11,-1.11,-106.33,-113.22,-110.78,-109.0,217.56,-114,-106,-106,-110,-110,-110,-120,100,-108,-112,-118,-102,-117,-107,-110,-113,-112,-112,-108,-104,-105,-111,-107,-107,-112,-108,-107,-113,-110,-110,-115.0,-105.0,-105,-115,-110,-110,-110,-110,-105,-115,-110,-110,-110,-110,-105,-115,-110,-110,-110,-110,-106,-115,-110,-110
NBA,2026-03-31 15:02:29,2026-03-31 22:40,87dab37c8c29cf1586f973f3fe0ca38a,Los Angeles Lakers,Cleveland Cavaliers,No,2051.0,Yes,West,Pacific,East,Central,-108.89,-110.56,-2.33,2.33,-134.78,113.67,-110.44,-109.22,234.56,-114,-106,-134,114,-108,-112,-108,-112,-130,110,-115,-105,-109,-114,-134,108,-114,-109,-105,-107,-135,119,-107,-107,-109,-111,-137,117,-110,-110,-105.0,-115.0,-135,110,-110,-110,-110,-110,-135,115,-110,-110,-110,-110,-140,120,-110,-110,-110,-110,-133,110,-110,-110
NBA,2026-03-31 15:02:29,2026-03-31 23:10,4ae1016a615b3bc0fcef523ab3c8933b,Los Angeles Clippers,Portland Trail Blazers,No,832.3,Yes,West,Pacific,West,Northwest,-110.12,-109.25,-5.44,5.44,-220.0,182.0,-110.0,-109.78,227.78,-114,-106,-220,184,-106,-114,-105,-115,-225,185,-110,-110,-108,-115,-230,180,-112,-112,-110,-102,-211,183,-107,-107,-114,-106,-212,181,-110,-110,,,-220,180,-115,-105,-110,-110,-210,180,-110,-110,-110,-110,-225,185,-110,-110,-110,-110,-227,180,-110,-110
