League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-03 01:38:19,2026-01-03 17:10,Miami Heat,Minnesota Timberwolves,No,1511.3,No,-111.11,-108.67,114.44,-136.67,-109.62,-109.62,East,Southeast,West,Northwest,-110,-110,120,-142,-110,-110,-111.0,-101.0,112.0,-128.0,-107.0,-107.0,-115.0,-105.0,110.0,-130.0,-110.0,-110.0,-110.0,-110.0,112.0,-137.0,-110.0,-110.0,-109,-117,117,-148,,,-115,-105,114,-135,-110,-110,-115.0,-105.0,115.0,-135.0,-110.0,-110.0,-105.0,-115.0,120.0,-140.0,-110.0,-110.0,-110,-110,110,-135,-110,-110
NBA,2026-01-03 01:38:19,2026-01-03 19:40,Toronto Raptors,Atlanta Hawks,No,733.5,Yes,-110.56,-109.22,-158.22,133.78,-109.62,-109.62,East,Atlantic,East,Southeast,-110,-110,-164,138,-110,-110,-111.0,-101.0,-155.0,136.0,-107.0,-107.0,-115.0,-105.0,-155.0,135.0,-110.0,-110.0,-110.0,-110.0,-159.0,128.0,-110.0,-110.0,-114,-112,-159,128,,,-105,-115,-162,136,-115,-105,-115.0,-105.0,-160.0,138.0,-110.0,-110.0,-110.0,-110.0,-150.0,130.0,-110.0,-110.0,-105,-115,-160,135,-105,-115
NBA,2026-01-03 01:38:19,2026-01-03 19:40,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,-39.33,-113.78,-160.22,134.67,-109.38,-109.88,East,Atlantic,East,Atlantic,-106,-114,-162,136,-110,-110,104.0,-116.0,-155.0,136.0,-107.0,-107.0,100.0,-120.0,-155.0,135.0,-110.0,-110.0,-110.0,-110.0,-159.0,128.0,-110.0,-110.0,-112,-114,-159,128,,,-110,-110,-162,136,-108,-112,100.0,-120.0,-160.0,138.0,-110.0,-110.0,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-110,-110,-170,140,-110,-110
NBA,2026-01-03 01:38:19,2026-01-03 20:10,Chicago Bulls,Charlotte Hornets,No,589.3,Yes,-108.56,-111.11,-135.22,113.56,-111.88,-107.5,East,Central,East,Southeast,-108,-112,-142,120,-110,-110,-106.0,-106.0,-131.0,115.0,-113.0,-102.0,-110.0,-110.0,-133.0,113.0,-115.0,-105.0,-110.0,-110.0,-135.0,110.0,-110.0,-110.0,-110,-115,-136,110,,,-108,-112,-135,114,-112,-108,-110.0,-110.0,-135.0,115.0,-115.0,-105.0,-105.0,-115.0,-135.0,115.0,-110.0,-110.0,-110,-110,-135,110,-110,-110
NBA,2026-01-03 01:38:19,2026-01-03 20:10,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,-109.22,-110.56,-352.11,277.56,-108.0,-111.38,West,Southwest,West,Northwest,-110,-110,-335,270,-112,-108,-106.0,-106.0,-345.0,285.0,-102.0,-113.0,-110.0,-110.0,-350.0,280.0,-105.0,-115.0,-110.0,-110.0,-374.0,283.0,-110.0,-110.0,-114,-112,-360,265,,,-108,-112,-355,280,-110,-110,-110.0,-110.0,-350.0,280.0,-105.0,-115.0,-105.0,-115.0,-350.0,275.0,-110.0,-110.0,-110,-110,-350,280,-110,-110
NBA,2026-01-03 01:38:19,2026-01-03 20:40,Dallas Mavericks,Houston Rockets,Yes,226.3,Yes,-111.11,-108.56,260.89,-325.56,-109.62,-109.62,West,Southwest,West,Southwest,-114,-106,260,-320,-110,-110,-106.0,-106.0,274.0,-331.0,-107.0,-107.0,-110.0,-110.0,270.0,-335.0,-110.0,-110.0,-110.0,-110.0,252.0,-329.0,-110.0,-110.0,-110,-115,235,-305,,,-115,-105,270,-340,-115,-105,-110.0,-110.0,272.0,-335.0,-110.0,-110.0,-110.0,-110.0,255.0,-310.0,-110.0,-110.0,-115,-105,260,-325,-105,-115
NBA,2026-01-03 01:38:19,2026-01-03 22:10,Golden State Warriors,Utah Jazz,No,598.7,Yes,-111.25,-110.0,-582.5,413.75,-110.0,-110.0,West,Pacific,West,Northwest,-110,-110,-510,390,-110,-110,,,,,,,,,,,,,,,,,,,-115,-110,-670,430,,,-110,-110,-550,410,-110,-110,,,,,,,,,,,,,-110,-110,-600,425,-110,-110
NBA,2026-01-03 01:38:19,2026-01-03 22:40,Los Angeles Clippers,Boston Celtics,No,2604.9,Yes,-109.89,-109.89,-121.67,56.33,-109.62,-109.62,West,Pacific,East,Atlantic,-110,-110,-132,112,-110,-110,-106.0,-106.0,-120.0,104.0,-107.0,-107.0,-110.0,-110.0,-122.0,102.0,-110.0,-110.0,-110.0,-110.0,-127.0,103.0,-110.0,-110.0,-113,-113,-117,-106,,,-115,-105,-122,102,-110,-110,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-105,-115,-130,105,-110,-110
