League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-05 01:46:58,2026-01-05 19:10,Detroit Pistons,New York Knicks,No,482.2,Yes,-110.67,-109.11,122.89,-145.11,-110.88,-108.38,East,Central,East,Atlantic,-112,-108,118,-138,-110,-110,-115,-105,125,-145,-110,-110,-111,-101,127,-144,-107,-107,-110.0,-110.0,120.0,-147.0,-110.0,-110.0,-105,-115,124,-148,-115,-105,-113,-113,112,-139,,,-105,-115,125,-150,-115,-105,-115.0,-105.0,125.0,-145.0,-110.0,-110.0,-110,-110,130,-150,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 19:40,Toronto Raptors,Atlanta Hawks,No,733.5,Yes,-110.0,-109.67,-160.33,135.22,-109.0,-110.25,East,Atlantic,East,Southeast,-114,-106,-158,132,-110,-110,-110,-110,-160,140,-110,-110,-106,-106,-160,141,-107,-107,-110.0,-110.0,-161.0,130.0,-110.0,-110.0,-105,-115,-162,136,-105,-115,-115,-110,-162,130,,,-110,-110,-160,135,-110,-110,-110.0,-110.0,-160.0,138.0,-110.0,-110.0,-110,-110,-160,135,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 19:40,Boston Celtics,Chicago Bulls,No,852.9,Yes,-110.67,-109.11,-517.56,386.78,-108.88,-110.5,East,Atlantic,East,Central,-108,-112,-520,390,-114,-106,-110,-110,-517,394,-105,-115,-106,-106,-510,402,-102,-113,-110.0,-110.0,-526.0,380.0,-110.0,-110.0,-115,-105,-520,390,-110,-110,-112,-114,-500,360,,,-115,-105,-500,375,-115,-105,-110.0,-110.0,-515.0,400.0,-105.0,-115.0,-110,-110,-550,390,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 20:10,Oklahoma City Thunder,Charlotte Hornets,No,941.0,Yes,-112.62,-107.12,-1179.88,723.12,-109.0,-110.14,West,Northwest,East,Southeast,-106,-114,-1100,700,-106,-114,-115,-105,-1200,754,-110,-110,-111,-101,-1174,781,-107,-107,,,,,,,-115,-105,-1050,675,-110,-110,-114,-112,-1115,650,,,-115,-105,-1200,725,-110,-110,-115.0,-105.0,-1200.0,750.0,-110.0,-110.0,-110,-110,-1400,750,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 20:10,Houston Rockets,Phoenix Suns,No,1016.4,Yes,-110.62,-59.12,-323.12,257.38,-78.0,-112.71,West,Southwest,West,Pacific,-106,-114,-320,260,-106,-114,-105,-115,-320,260,-103,-117,-101,-111,-317,263,100,-115,-110.0,-110.0,-333.0,256.0,-110.0,-110.0,-120,100,-325,260,-112,-108,-113,-113,-305,230,,,-120,100,-325,260,-105,-115,,,,,,,-110,-110,-340,270,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 20:40,Philadelphia 76ers,Denver Nuggets,No,1579.7,Yes,-111.78,-108.0,-615.89,444.11,-108.38,-110.88,East,Atlantic,West,Northwest,-110,-110,-510,390,-110,-110,-110,-110,-625,461,-110,-110,-106,-106,-615,471,-107,-107,-110.0,-110.0,-673.0,455.0,-110.0,-110.0,-118,-102,-600,440,-105,-115,-114,-112,-670,440,,,-118,-102,-625,450,-105,-115,-110.0,-110.0,-625.0,465.0,-110.0,-110.0,-110,-110,-600,425,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 22:10,Los Angeles Clippers,Golden State Warriors,Yes,348.5,Yes,-111.89,-107.89,-118.88,23.88,-107.5,-111.88,West,Pacific,West,Pacific,-112,-108,-118,100,-110,-110,-115,-105,-120,100,-105,-115,-111,-101,-118,102,-102,-113,-110.0,-110.0,-119.0,-103.0,-110.0,-110.0,-110,-110,-120,100,-108,-112,-114,-112,-118,-106,,,-110,-110,-118,-102,-110,-110,-115.0,-105.0,,,-105.0,-115.0,-110,-110,-120,100,-110,-110
NBA,2026-01-05 01:46:58,2026-01-05 22:10,Portland Trail Blazers,Utah Jazz,Yes,635.0,Yes,-106.78,-113.0,-234.56,193.11,-107.75,-111.62,West,Northwest,West,Northwest,-110,-110,-235,194,-112,-108,-105,-115,-230,192,-105,-115,-101,-111,-228,195,-102,-113,-110.0,-110.0,-250.0,197.0,-110.0,-110.0,-102,-118,-238,195,-108,-112,-113,-113,-230,180,,,-105,-115,-235,195,-110,-110,-105.0,-115.0,-230.0,195.0,-105.0,-115.0,-110,-110,-235,195,-110,-110
