League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-03 07:50:13,2026-01-03 17:10,Miami Heat,Minnesota Timberwolves,No,1511.3,No,-111.11,-108.67,114.67,-136.33,-109.38,-109.88,East,Southeast,West,Northwest,-112,-108,112,-132,-106,-114,-106,-106,117,-133,-107,-107,-110,-110,115,-135,-110,-110,-110,-110,113,-139,-110,-110,-112,-114,116,-143,,,-115,-105,114,-135,-112,-108,-110,-110,115,-135,-110,-110,-110,-110,120,-140,-110,-110,-115,-105,110,-135,-110,-110
NBA,2026-01-03 07:50:13,2026-01-03 19:40,Toronto Raptors,Atlanta Hawks,No,733.5,Yes,-110.0,-109.56,-160.78,135.78,-109.62,-109.62,East,Atlantic,East,Southeast,-110,-110,-166,140,-110,-110,-111,-101,-158,139,-107,-107,-115,-105,-158,138,-110,-110,-110,-110,-161,131,-110,-110,-114,-110,-162,130,,,-105,-115,-162,136,-110,-110,-110,-110,-160,138,-110,-110,-110,-110,-160,135,-110,-110,-105,-115,-160,135,-110,-110
NBA,2026-01-03 07:50:13,2026-01-03 19:40,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,-111.33,-108.44,-165.67,139.67,-109.88,-109.38,East,Atlantic,East,Atlantic,-110,-110,-162,136,-110,-110,-103,-109,-164,145,-107,-107,-107,-113,-164,144,-110,-110,-110,-110,-172,141,-110,-110,-117,-109,-167,133,,,-115,-105,-162,136,-112,-108,-110,-110,-165,142,-110,-110,-115,-105,-165,140,-110,-110,-115,-105,-170,140,-110,-110
NBA,2026-01-03 07:50:13,2026-01-03 20:10,Chicago Bulls,Charlotte Hornets,No,589.3,Yes,-110.44,-109.22,-124.89,104.11,-109.25,-110.0,East,Central,East,Southeast,-106,-114,-124,106,-112,-108,-106,-106,-118,102,-107,-107,-110,-110,-120,100,-110,-110,-110,-110,-128,105,-110,-110,-112,-113,-129,104,,,-115,-105,-125,105,-110,-110,-110,-110,-125,105,-110,-110,-110,-110,-125,105,-110,-110,-115,-105,-130,105,-105,-115
NBA,2026-01-03 07:50:13,2026-01-03 20:10,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,-111.22,-108.44,-368.11,289.11,-108.62,-110.75,West,Southwest,West,Northwest,-110,-110,-360,290,-112,-108,-106,-106,-363,298,-102,-113,-110,-110,-367,294,-105,-115,-110,-110,-388,292,-110,-110,-112,-113,-360,270,,,-118,-102,-375,295,-110,-110,-110,-110,-365,293,-110,-110,-110,-110,-360,280,-110,-110,-115,-105,-375,290,-110,-110
NBA,2026-01-03 07:50:13,2026-01-03 20:40,Dallas Mavericks,Houston Rockets,Yes,226.3,Yes,-85.78,-111.78,263.67,-330.56,-109.88,-109.38,West,Southwest,West,Southwest,-110,-110,260,-320,-112,-108,-106,-106,274,-331,-107,-107,-110,-110,270,-335,-110,-110,-110,-110,252,-329,-110,-110,-114,-112,260,-345,,,100,-120,260,-325,-115,-105,-110,-110,272,-335,-110,-110,-110,-110,265,-330,-110,-110,-102,-118,260,-325,-105,-115
NBA,2026-01-03 07:50:13,2026-01-03 22:10,Golden State Warriors,Utah Jazz,No,598.7,Yes,-109.0,-110.67,-612.56,444.67,-109.25,-110.0,West,Pacific,West,Northwest,-110,-110,-550,410,-112,-108,-106,-106,-610,468,-107,-107,-110,-110,-620,458,-110,-110,-110,-110,-588,421,-110,-110,-110,-115,-625,430,,,-110,-110,-625,455,-110,-110,-110,-110,-620,460,-110,-110,-105,-115,-650,450,-110,-110,-110,-110,-625,450,-105,-115
NBA,2026-01-03 07:50:13,2026-01-03 22:40,Los Angeles Clippers,Boston Celtics,No,2604.9,Yes,-110.11,-109.56,-120.89,78.78,-110.0,-109.25,West,Pacific,East,Atlantic,-110,-110,-116,-102,-108,-112,-106,-106,-120,104,-107,-107,-110,-110,-122,102,-110,-110,-110,-110,-123,101,-110,-110,-115,-110,-125,102,,,-110,-110,-122,102,-115,-105,-110,-110,-120,100,-110,-110,-110,-110,-120,100,-110,-110,-110,-110,-120,100,-110,-110
