feature,perm_importance,perm_std,shap_mean_abs
market_home_prob,0.016428786386377604,0.0021162935856269393,0.03515896908821967
spread_line,0.011731233529662178,0.001994735402976366,0.026519894071561877
elo_home_prob,0.007093960573072688,0.0015441992241826364,0.024636237460175937
elo_diff,0.0044625341165546615,0.0011627512472073692,0.01692576065660311
elo_spread,0.004122801904955764,0.0012195990650344546,0.017043988625980402
roll_margin_diff,0.0025767514749276297,0.0010165930512197234,0.009508580641866009
home_qb_change,0.001403338832864609,0.0006145452210712304,0.005518034868118018
home_roll_pf,0.00060354470888766,0.00036637622889521953,0.002761547165236493
away_winpct_std,0.0005263175456382774,0.00022729457320855772,0.0028527116252186754
home_roll_margin,0.0005132432156683464,0.0004013392179408615,0.006388275146635803
winpct_diff,0.0004408408502477257,0.00026911565947137204,0.004119929267515397
away_roll_margin,0.00042711998794429105,0.0003988467004303267,0.002769833677676877
away_ppg_diff_std,0.00042649889336429105,0.00024315620602516585,0.0020370745480629182
away_roll_pf,0.00037983399449892374,0.0003275062345234353,0.004500946832221792
elo_vs_spread,0.0003707745441765442,0.00038645196480960244,0.0050498535643627735
home_roll_total_vs_line,0.00035754776703929015,0.0001974014116026424,0.0010212024619116397
home_ppg_diff_std,0.00031731298111433717,0.0002177801740679012,0.002532680182534443
home_winpct_std,0.00020151461669118965,0.0003400351437355071,0.0037746472793613313
away_qb_change,0.00016667022261118714,0.00040021555701629685,0.0033561859532959654
away_roll_total_vs_line,0.00015449005708417785,0.00013054949977282045,0.0008021017514675095
total_line,0.00014367144172029446,0.00017652988245916884,0.0017034201517662898
travel_miles,0.00011140252081303093,0.00020426649737532494,0.0009620904326969209
home_roll_pa,4.2991464378761e-05,0.00037482573503854486,0.002966084950776828
away_roll_pa,2.6520480707992177e-05,0.00024420950127770983,0.0012901002690748676
home_short_week,8.616917866832719e-06,6.130709339642444e-05,0.00012047747820004034
away_short_week,4.18498895209396e-06,6.373979897454322e-05,0.00011195439644387715
away_roll_ats,-2.1240266694033672e-06,0.00018357639096725889,0.0010589128181193363
market_vig,-3.8015729048823666e-06,3.4940825824902115e-05,0.0013955177773941991
away_off_bye,-1.0687776204643118e-05,0.00012858339291600768,0.0008043276590626315
is_playoff,-2.1313374872422574e-05,0.0001231254238492936,0.00035503531655420214
week,-2.325239418968783e-05,0.0004910136417838347,0.002097388970287133
is_primetime,-3.678282830642532e-05,0.00016485377579736752,0.0008455473122519108
home_std_margin,-5.428818448068862e-05,0.00013365707328994746,0.0011380689498662385
away_rest,-6.749980716921344e-05,0.0001393256267904637,0.0006543589146473961
div_game,-7.23681834431722e-05,0.00035821425715929444,0.003423349485621874
roll_ats_diff,-0.0001081739853232122,0.00021261445538224677,0.0008267223723208459
home_roll_ats,-0.00012986838006529,0.00019240694465570585,0.0012457097958704618
indoor,-0.0001498814821263017,0.00043986124549214603,0.00313619663240727
is_neutral,-0.0002015601459914418,0.00018489952789418082,0.0004338651368915523
home_off_bye,-0.0002020227715661127,0.0001139684097864583,0.0012029142711721026
home_rest,-0.00025774013219537206,5.0778565346403834e-05,0.0005662371471320815
temp,-0.00026043629462094706,0.00013067490712412682,0.0011072064922824304
rest_diff,-0.00030501594007829034,0.00010479365823652727,0.0009111619151541463
wind,-0.0003078090613780948,0.00022183377262686893,0.0007070017421985748
away_std_margin,-0.00034146747283047006,0.000141229266661982,0.0010947434239720881
