feature,perm_importance,perm_std,shap_mean_abs
elo_home_prob,0.09670167020076814,0.045009340000449455,1.1294593475319157
elo_spread,0.09613123796177928,0.05202294004023471,1.1397095424365984
elo_diff,0.0802696376228873,0.04435977929212045,1.0449183145730847
roll_margin_diff,0.017341780146422358,0.02422514000951947,0.6535383519611031
home_std_margin,0.014954037688611343,0.009555877279010428,0.13184674991581244
travel_miles,0.010121368985048207,0.006082035928122713,0.07837345964254748
week,0.009686415245064417,0.005632012873090061,0.10125939145663258
away_std_margin,0.008172553476278566,0.011269416274986073,0.14327575859715383
home_roll_total_vs_line,0.007913662556487112,0.005521158352289265,0.10150583721195922
temp,0.006381525227352114,0.002968942213780373,0.040556684501214385
away_rest,0.0037458034933381514,0.0024516265815227372,0.024516897583916494
home_roll_pf,0.0032367753180961856,0.007921522030981254,0.15516932062322897
home_qb_change,0.0030872701429837334,0.003755895030611972,0.05658121752419935
away_qb_change,0.0015711679630769026,0.004519232615403004,0.05816648723127384
away_roll_pa,0.001516375536864345,0.009398149709969002,0.09632139259704948
away_roll_total_vs_line,0.0011483310933039447,0.006845688652302904,0.08663014730999997
div_game,0.0009483665451496037,0.002038117281403614,0.029580999509900962
is_playoff,0.0008571956822601478,0.00024249459557569897,0.002255930952061579
away_off_bye,0.00021912832358914614,0.0003353206149273116,0.0010711505548266077
home_short_week,0.0001079435682029839,0.00018916543118279702,0.0006748687515325913
is_neutral,0.0,0.0,0.0
home_off_bye,-9.720337000853618e-05,8.044205772042177e-05,0.0003835572775872083
away_short_week,-9.850080172881803e-05,0.000463609453672876,0.002429209893451374
rest_diff,-0.00015781346350376423,0.0021134313982667367,0.026482110136208315
is_primetime,-0.00020423720344187046,0.0017371766184583293,0.011179092495422666
roll_ats_diff,-0.000336893381357406,0.011429918523152562,0.12229700939770595
away_winpct_std,-0.0006204839881844392,0.007292772068751149,0.11376332875037101
home_roll_ats,-0.0011178471461391836,0.006102307680187771,0.07414739410051448
indoor,-0.0012779503350692778,0.001372346464998029,0.015412042841992352
home_rest,-0.0021760347522551625,0.0009177921167221318,0.009151453722435133
away_ppg_diff_std,-0.004190235831008948,0.01020236072000586,0.3621883866133693
away_roll_pf,-0.004718184471179399,0.009960469066005865,0.2748924963782279
away_roll_ats,-0.007727192229577362,0.007924791006940424,0.13348040836482883
wind,-0.011088511601245443,0.003840076558675903,0.04396578155741713
away_roll_margin,-0.011490674889301644,0.005608935911089599,0.18929101434141116
home_winpct_std,-0.013530768320915954,0.006267717785283233,0.14560764974714482
home_roll_pa,-0.01587930419203847,0.01127055307040928,0.1428660566904385
winpct_diff,-0.018932150123785085,0.011374861560170759,0.21492180368112315
home_roll_margin,-0.023414399517041495,0.01796478599286941,0.37412409314365014
home_ppg_diff_std,-0.02769132862761463,0.022925315793774815,0.5986007854738816
